Fighter,Date,Event,Class,Opponent,Method,Length,Result
Mauricio Rua,3/23/2014,UFC Fight Night 38: Shogun vs. Henderson,Light Heavyweight,Dan Henderson,KO/TKO,"R3, 1:31",Loss
Mauricio Rua,12/6/2013,UFC Fight Night 33: Hunt vs. Bigfoot,Light Heavyweight,James Te Huna,KO/TKO,"R1, 1:03",Win
Mauricio Rua,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Light Heavyweight,Chael Sonnen,Submission,"R1, 4:47",Loss
Mauricio Rua,12/8/2012,UFC on Fox 5,Light Heavyweight,Alexander Gustafsson,Decision - Unanimous,R3,Loss
Mauricio Rua,8/4/2012,UFC on Fox 4,Light Heavyweight,Brandon Vera,KO/TKO,"R4, 4:09",Win
Mauricio Rua,11/19/2011,UFC 139: Shogun vs. Henderson,Light Heavyweight,Dan Henderson,Decision - Unanimous,R5,Loss
Mauricio Rua,8/27/2011,UFC 134: Silva vs. Okami,Light Heavyweight,Forrest Griffin,KO/TKO,"R1, 1:53",Win
Mauricio Rua,3/19/2011,UFC 128: Shogun vs. Jones,Light Heavyweight,Jon Jones,KO/TKO,"R3, 2:37",Title Loss
Mauricio Rua,5/8/2010,UFC 113: Machida vs. Shogun 2,Light Heavyweight,Lyoto Machida,KO/TKO,"R1, 3:35",Title Win
Mauricio Rua,10/24/2009,UFC 104: Machida vs. Shogun,Light Heavyweight,Lyoto Machida,Decision - Unanimous,R5,Title Loss
Mauricio Rua,4/18/2009,UFC 97: Redemption,Light Heavyweight,Chuck Liddell,KO/TKO,"R1, 4:28",Win
Mauricio Rua,1/17/2009,UFC 93: Franklin vs. Henderson,Light Heavyweight,Mark Coleman,KO/TKO,"R3, 4:36",Win
Mauricio Rua,9/22/2007,UFC 76: Knockout,Light Heavyweight,Forrest Griffin,Submission,"R3, 4:45",Loss
Stefan Struve,7/22/2018,UFC Fight Night: Shogun vs. Smith,Heavyweight,Marcin Tybura,Decision - Unanimous,R3,Loss
Stefan Struve,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Heavyweight,Andrei Arlovski,Decision - Unanimous,R3,Loss
Stefan Struve,9/2/2017,UFC Fight Night: Volkov vs. Struve,Heavyweight,Alexander Volkov,KO/TKO,"R3, 3:30",Loss
Stefan Struve,10/8/2016,UFC 204: Bisping vs. Henderson,Heavyweight,Daniel Omielanczuk,Submission,"R2, 1:41",Win
Stefan Struve,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Heavyweight,Antonio Silva,KO/TKO,"R1, 0:16",Win
Stefan Struve,11/14/2015,UFC 193: Rousey vs Holm,Heavyweight,Jared Rosholt,Decision - Unanimous,R3,Loss
Stefan Struve,8/1/2015,UFC 190: Rousey vs Correia,Heavyweight,Minotauro Nogueira,Decision - Unanimous,R3,Win
Stefan Struve,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Heavyweight,Alistair Overeem,KO/TKO,"R1, 4:13",Loss
Stefan Struve,3/2/2013,UFC on FUEL TV 8,Heavyweight,Mark Hunt,KO/TKO,"R3, 1:44",Loss
Stefan Struve,9/29/2012,UFC on FUEL TV 5,Heavyweight,Stipe Miocic,KO/TKO,"R2, 3:50",Win
Stefan Struve,5/26/2012,UFC 146: Dos Santos vs. Mir,Heavyweight,Lavar Johnson,Submission,"R1, 1:05",Win
Stefan Struve,2/15/2012,UFC on FUEL TV 1,Heavyweight,Dave Herman,KO/TKO,"R2, 3:52",Win
Stefan Struve,10/1/2011,UFC on Versus 6,Heavyweight,Pat Barry,Submission,"R2, 3:22",Win
Stefan Struve,5/28/2011,UFC 130: Rampage vs. Hamill,Heavyweight,Travis Browne,KO/TKO,"R1, 4:11",Loss
Stefan Struve,12/11/2010,UFC 124: St. Pierre vs. Koscheck 2,Heavyweight,Sean McCorkle,KO/TKO,"R1, 3:55",Win
Stefan Struve,8/7/2010,UFC 117: Silva vs. Sonnen,Heavyweight,Christian Morecraft,KO/TKO,"R2, 0:22",Win
Stefan Struve,3/31/2010,UFC Fight Night 21,Heavyweight,Roy Nelson,KO/TKO,"R1, 0:39",Loss
Stefan Struve,12/12/2009,UFC 107: Penn vs. Sanchez,Heavyweight,Paul Buentello,Decision - Majority,R3,Win
Stefan Struve,10/24/2009,UFC 104: Machida vs. Shogun,Heavyweight,Chase Gormley,Submission,"R1, 4:04",Win
Stefan Struve,6/13/2009,UFC 99: The Comeback,Heavyweight,Denis Stojnic,Submission,"R2, 2:37",Win
Stefan Struve,2/21/2009,UFC 95: Sanchez vs. Stevenson,Heavyweight,Junior Dos Santos,KO/TKO,"R1, 0:54",Loss
Yushin Okami,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Welterweight,Aleksei Kunchenko,Decision - Unanimous,R3,Loss
Yushin Okami,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Welterweight,Dhiego Lima,Decision - Unanimous,R3,Win
Yushin Okami,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Light Heavyweight,Ovince Saint Preux,Submission,"R1, 1:50",Loss
Yushin Okami,9/4/2013,UFC Fight Night 28: Teixeira vs. Bader,Middleweight,Jacare Souza,KO/TKO,"R1, 2:47",Loss
Yushin Okami,3/2/2013,UFC on FUEL TV 8,Middleweight,Hector Lombard,Decision - Split,R3,Win
Yushin Okami,12/29/2012,UFC 155: Dos Santos vs. Velasquez 2,Middleweight,Alan Belcher,Decision - Unanimous,R3,Win
Yushin Okami,8/11/2012,UFC 150: Henderson vs. Edgar 2,Middleweight,Buddy Roberts,KO/TKO,"R2, 3:05",Win
Yushin Okami,2/25/2012,UFC 144: Edgar vs. Henderson,Middleweight,Tim Boetsch,KO/TKO,"R3, 0:54",Loss
Yushin Okami,8/27/2011,UFC 134: Silva vs. Okami,Middleweight,Anderson Silva,KO/TKO,"R2, 2:04",Title Loss
Yushin Okami,11/13/2010,UFC 122: Marquardt vs. Okami,Middleweight,Nate Marquardt,Decision - Unanimous,R3,Win
Yushin Okami,8/1/2010,UFC on Versus 2,Middleweight,Mark Munoz,Decision - Split,R3,Win
Yushin Okami,3/31/2010,UFC Fight Night 21,Middleweight,Lucio Linhares,TKO - Doctor's Stoppage,"R2, 2:47",Win
Yushin Okami,10/24/2009,UFC 104: Machida vs. Shogun,Middleweight,Chael Sonnen,Decision - Unanimous,R3,Loss
Yushin Okami,12/27/2008,UFC 92: The Ultimate 2008,Middleweight,Dean Lister,Decision - Unanimous,R3,Win
Yushin Okami,3/1/2008,UFC 82: Pride of a Champion,Middleweight,Evan Tanner,KO/TKO,"R2, 3:00",Win
Yushin Okami,10/20/2007,UFC 77: Hostile Territory,Middleweight,Jason MacDonald,Decision - Unanimous,R3,Win
Yushin Okami,6/16/2007,UFC 72: Victory,Middleweight,Rich Franklin,Decision - Unanimous,R3,Loss
Yushin Okami,4/7/2007,UFC 69: Shootout,Middleweight,Mike Swick,Decision - Unanimous,R3,Win
Yushin Okami,12/30/2006,UFC 66: Liddell vs. Ortiz 2,Middleweight,Rory Singer,KO/TKO,"R3, 4:03",Win
Yushin Okami,10/14/2006,UFC 64: Unstoppable,Middleweight,Kalib Starnes,KO/TKO,"R3, 1:40",Win
Yushin Okami,8/26/2006,UFC 62: Liddell vs. Sobral,Middleweight,Alan Belcher,Decision - Unanimous,R3,Win
Edson Barboza,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Lightweight,Dan Hooker,KO/TKO,"R3, 2:19",Win
Edson Barboza,4/21/2018,UFC Fight Night: Barboza vs. Lee,Lightweight,Kevin Lee,TKO - Doctor's Stoppage,"R5, 2:18",Loss
Edson Barboza,12/30/2017,UFC 219: Cyborg vs. Holm,Lightweight,Khabib Nurmagomedov,Decision - Unanimous,R3,Loss
Edson Barboza,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Lightweight,Beneil Dariush,KO/TKO,"R2, 3:35",Win
Edson Barboza,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Lightweight,Gilbert Melendez,Decision - Unanimous,R3,Win
Edson Barboza,4/23/2016,UFC 197: Jones vs Saint Preux,Lightweight,Anthony Pettis,Decision - Unanimous,R3,Win
Edson Barboza,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Tony Ferguson,Submission,"R2, 2:54",Loss
Edson Barboza,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Lightweight,Paul Felder,Decision - Unanimous,R3,Win
Edson Barboza,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Lightweight,Michael Johnson,Decision - Unanimous,R3,Loss
Edson Barboza,11/22/2014,UFC Fight Night: Edgar vs Swanson,Lightweight,Bobby Green,Decision - Unanimous,R3,Win
Edson Barboza,7/16/2014,UFC Fight Night 45: Cerrone vs. Miller,Lightweight,Evan Dunham,KO/TKO,"R1, 3:06",Win
Edson Barboza,4/19/2014,UFC on Fox 11,Lightweight,Donald Cerrone,Submission,"R1, 3:15",Loss
Edson Barboza,12/14/2013,UFC on Fox 9,Lightweight,Danny Castillo,Decision - Majority,R3,Win
Edson Barboza,7/6/2013,UFC 162: Silva vs. Weidman,Lightweight,Rafaello Oliveira,KO/TKO,"R2, 1:44",Win
Edson Barboza,1/19/2013,UFC on FX 7,Lightweight,Lucas Martins,Submission,"R1, 2:38",Win
Edson Barboza,5/26/2012,UFC 146: Dos Santos vs. Mir,Lightweight,Jamie Varner,KO/TKO,"R1, 3:23",Loss
Edson Barboza,1/14/2012,UFC 142: Aldo vs. Mendes,Lightweight,Terry Etim,KO/TKO,"R3, 2:02",Win
Edson Barboza,8/27/2011,UFC 134: Silva vs. Okami,Lightweight,Ross Pearson,Decision - Split,R3,Win
Edson Barboza,3/19/2011,UFC 128: Shogun vs. Jones,Lightweight,Anthony Njokuani,Decision - Unanimous,R3,Win
Edson Barboza,11/20/2010,UFC 123: Rampage vs. Machida,Lightweight,Mike Lullo,KO/TKO,"R3, 0:26",Win
Alex Caceres,2/17/2019,UFC Fight Night: Phoenix,Featherweight,Kron Gracie,,,
Alex Caceres,7/6/2018,UFC - TUF 27 Finale,Featherweight,Martin Bravo,Decision - Split,R3,Win
Alex Caceres,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Featherweight,Wang Guan,Decision - Split,R3,Loss
Alex Caceres,6/17/2017,UFC Fight Night: Holm vs. Correia,Featherweight,Rolando Dy,TKO - Doctor's Stoppage,"R2, 5:00",Win
Alex Caceres,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Featherweight,Jason Knight,Submission,"R2, 4:21",Loss
Alex Caceres,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Featherweight,Yair Rodriguez,Decision - Split,R5,Loss
Alex Caceres,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Featherweight,Cole Miller,Decision - Unanimous,R3,Win
Alex Caceres,1/30/2016,UFC Fight Night: Johnson vs. Bader,Featherweight,Masio Fullen,Decision - Unanimous,R3,Win
Alex Caceres,6/6/2015,UFC Fight Night: Boetsch vs Henderson,Bantamweight,Francisco Rivera,KO/TKO,"R1, 0:21",Loss
Alex Caceres,9/20/2014,UFC Fight Night: Hunt vs Nelson,Bantamweight,Masanori Kanehara,Decision - Unanimous,R3,Loss
Alex Caceres,7/5/2014,UFC 175: Weidman vs. Machida,Bantamweight,Urijah Faber,Submission,"R3, 1:09",Loss
Alex Caceres,1/25/2014,UFC on Fox 10,Bantamweight,Sergio Pettis,Submission,"R3, 4:39",Win
Alex Caceres,9/21/2013,UFC 165: Jones vs. Gustafsson,Bantamweight,Roland Delorme,Decision - Split,R3,Win
Alex Caceres,3/2/2013,UFC on FUEL TV 8,Bantamweight,Kyung Ho Kang,Overturned,R3,Draw
Alex Caceres,11/10/2012,UFC on FUEL TV 6,Bantamweight,Motonobu Tezuka,Decision - Split,R3,Win
Alex Caceres,7/11/2012,UFC on FUEL TV 4,Bantamweight,Damacio Page,Submission,"R2, 1:27",Win
Alex Caceres,2/4/2012,UFC 143: Diaz vs. Condit,Bantamweight,Edwin Figueroa,Decision - Split,R3,Loss
Alex Caceres,11/12/2011,UFC on Fox 1,Bantamweight,Cole Escovedo,Decision - Unanimous,R3,Win
Alex Caceres,8/14/2011,UFC on Versus 5,Featherweight,Jimy Hettes,Submission,"R2, 3:12",Loss
Alex Caceres,3/26/2011,UFC Fight Night 24,Featherweight,Mackens Semerzier,Submission,"R1, 3:18",Loss
Chris Camozzi,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Middleweight,Trevor Smith,Decision - Unanimous,R3,Loss
Chris Camozzi,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Middleweight,Daniel Kelly,Decision - Unanimous,R3,Loss
Chris Camozzi,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Middleweight,Thales Leites,Submission,"R3, 2:58",Loss
Chris Camozzi,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Middleweight,Vitor Miranda,Decision - Unanimous,R3,Win
Chris Camozzi,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Middleweight,Joe Riggs,KO/TKO,"R1, 0:26",Win
Chris Camozzi,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Middleweight,Tom Watson,Decision - Unanimous,R3,Win
Chris Camozzi,4/18/2015,UFC Fight Night: Machida vs Rockhold,Middleweight,Jacare Souza,Submission,"R1, 2:33",Loss
Chris Camozzi,9/5/2014,UFC Fight Night 50: Souza vs. Mousasi,Middleweight,Rafael Natal,Decision - Split,R3,Loss
Chris Camozzi,7/5/2014,UFC 175: Weidman vs. Machida,Middleweight,Bruno Santos,Decision - Split,R3,Loss
Chris Camozzi,4/11/2014,UFC Fight Night 39: Minotauro vs. Nelson,Middleweight,Andrew Craig,,,
Chris Camozzi,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Middleweight,Lorenz Larkin,Decision - Unanimous,R3,Loss
Chris Camozzi,5/18/2013,UFC on FX 8,Middleweight,Jacare Souza,Submission,"R1, 3:37",Loss
Chris Camozzi,3/16/2013,UFC 158: St-Pierre vs. Diaz,Middleweight,Nick Ring,Decision - Split,R3,Win
Chris Camozzi,10/13/2012,UFC 153: Silva vs. Bonnar,Middleweight,Luiz Cane,Decision - Unanimous,R3,Win
Chris Camozzi,6/22/2012,UFC on FX 4,Middleweight,Nick Catone,TKO - Doctor's Stoppage,"R3, 1:51",Win
Chris Camozzi,1/28/2012,UFC on Fox 2,Middleweight,Dustin Jacoby,Submission,"R3, 1:08",Win
Chris Camozzi,10/29/2011,UFC 137: Penn vs. Diaz,Middleweight,Francis Carmont,Decision - Unanimous,R3,Loss
Chris Camozzi,2/26/2011,UFC 127: Penn vs. Fitch,Middleweight,Kyle Noke,Submission,"R1, 1:35",Loss
Chris Camozzi,10/23/2010,UFC 121: Lesnar vs. Velasquez,Middleweight,Dongi Yang,Decision - Split,R3,Win
Chris Camozzi,6/19/2010,UFC - TUF 11 Finale,Middleweight,James Hammortree,Decision - Unanimous,R3,Win
CB Dollaway,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Middleweight,Khalid Murtazaliev,KO/TKO,"R2, 5:00",Loss
CB Dollaway,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Middleweight,Hector Lombard,DQ,"R1, 5:00",Win
CB Dollaway,7/7/2017,The Ultimate Fighter 25 Finale,Light Heavyweight,Ed Herman,Decision - Unanimous,R3,Win
CB Dollaway,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Middleweight,Nate Marquardt,KO/TKO,"R2, 0:28",Loss
CB Dollaway,4/25/2015,UFC 186: Johnson vs Horiguchi,Middleweight,Michael Bisping,Decision - Unanimous,R3,Loss
CB Dollaway,12/20/2014,UFC Fight Night: Machida vs Dollaway,Middleweight,Lyoto Machida,KO/TKO,"R1, 1:02",Loss
CB Dollaway,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Middleweight,Francis Carmont,Decision - Unanimous,R3,Win
CB Dollaway,3/23/2014,UFC Fight Night 38: Shogun vs. Henderson,Middleweight,Cezar Ferreira,KO/TKO,"R1, 0:39",Win
CB Dollaway,10/19/2013,UFC 166: Velasquez vs. Dos Santos 3,Middleweight,Tim Boetsch,Decision - Split,R3,Loss
CB Dollaway,1/19/2013,UFC on FX 7,Middleweight,Daniel Sarafian,Decision - Split,R3,Win
CB Dollaway,5/26/2012,UFC 146: Dos Santos vs. Mir,Middleweight,Jason Miller,Decision - Unanimous,R3,Win
CB Dollaway,8/14/2011,UFC on Versus 5,Middleweight,Jared Hamman,KO/TKO,"R2, 3:38",Loss
CB Dollaway,3/3/2011,UFC on Versus 3,Middleweight,Mark Munoz,KO/TKO,"R1, 0:54",Loss
CB Dollaway,9/25/2010,UFC 119: Mir vs. Cro Cop,Middleweight,Joe Doerksen,Submission,"R1, 2:13",Win
CB Dollaway,2/20/2010,UFC 110: Nogueira vs. Velasquez,Middleweight,Goran Reljic,Decision - Unanimous,R3,Win
CB Dollaway,9/16/2009,UFC Fight Night 19,Middleweight,Jay Silva,Decision - Unanimous,R3,Win
CB Dollaway,7/11/2009,UFC 100,Middleweight,Tom Lawlor,Submission,"R1, 0:55",Loss
CB Dollaway,12/27/2008,UFC 92: The Ultimate 2008,Middleweight,Mike Massenzio,KO/TKO,"R1, 3:01",Win
CB Dollaway,7/19/2008,UFC Fight Night 14,Middleweight,Jesse Taylor,Submission,"R1, 3:58",Win
CB Dollaway,6/21/2008,UFC - TUF 7 Finale,Middleweight,Amir Sadollah,Submission,"R1, 3:02",Title Loss
Darren Elkins,11/17/2018,UFC Fight Night: Magny vs. Ponzinibbio,Featherweight,Ricardo Lamas,KO/TKO,"R3, 4:09",Loss
Darren Elkins,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Featherweight,Alexander Volkanovski,Decision - Unanimous,R3,Loss
Darren Elkins,1/14/2018,UFC Fight Night: Stephens vs. Choi,Featherweight,Michael Johnson,Submission,"R2, 2:22",Win
Darren Elkins,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Featherweight,Dennis Bermudez,Decision - Split,R3,Win
Darren Elkins,3/4/2017,UFC 209: Woodley vs. Thompson 2,Featherweight,Mirsad Bektic,KO/TKO,"R3, 3:19",Win
Darren Elkins,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Featherweight,Godofredo Pepey,Decision - Unanimous,R3,Win
Darren Elkins,3/5/2016,UFC 196: McGregor vs Diaz,Featherweight,Chas Skelly,Decision - Unanimous,R3,Win
Darren Elkins,10/24/2015,UFC Fight Night: Holohan vs Smolka,Featherweight,Rob Whiteford,Decision - Unanimous,R3,Win
Darren Elkins,12/20/2014,UFC Fight Night: Machida vs Dollaway,Featherweight,Hacran Dias,Decision - Unanimous,R3,Loss
Darren Elkins,10/25/2014,UFC 179: Aldo vs Mendes 2,Featherweight,Lucas Martins,Decision - Split,R3,Win
Darren Elkins,1/25/2014,UFC on Fox 10,Featherweight,Jeremy Stephens,Decision - Unanimous,R3,Loss
Darren Elkins,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Featherweight,Hatsu Hioki,Decision - Unanimous,R3,Win
Darren Elkins,4/20/2013,UFC on Fox 7,Featherweight,Chad Mendes,KO/TKO,"R1, 1:08",Loss
Darren Elkins,3/16/2013,UFC 158: St-Pierre vs. Diaz,Featherweight,Antonio Carvalho,KO/TKO,"R1, 3:06",Win
Darren Elkins,11/17/2012,UFC 154: St-Pierre vs. Condit,Featherweight,Steven Siler,Decision - Unanimous,R3,Win
Darren Elkins,5/26/2012,UFC 146: Dos Santos vs. Mir,Featherweight,Diego Brandao,Decision - Unanimous,R3,Win
Darren Elkins,10/8/2011,UFC 136: Edgar vs. Maynard 3,Featherweight,Tiequan Zhang,Decision - Unanimous,R3,Win
Darren Elkins,6/11/2011,UFC 131: Dos Santos vs. Carwin,Featherweight,Michihiro Omigawa,Decision - Unanimous,R3,Win
Darren Elkins,8/1/2010,UFC on Versus 2,Lightweight,Charles Oliveira,Submission,"R1, 0:41",Loss
Darren Elkins,3/21/2010,UFC on Versus 1,Lightweight,Duane Ludwig,KO/TKO,"R1, 0:44",Win
Max Holloway,12/8/2018,UFC 231: Holloway vs. Ortega,Featherweight,Brian Ortega,TKO - Doctor's Stoppage,"R4, 5:00",Title Win
Max Holloway,12/2/2017,UFC 218: Holloway vs. Aldo 2,Featherweight,Jose Aldo,KO/TKO,"R3, 4:51",Title Win
Max Holloway,6/3/2017,UFC 212: Aldo vs. Holloway,Featherweight,Jose Aldo,KO/TKO,"R3, 4:13",Title Win
Max Holloway,12/10/2016,UFC 206: Holloway vs. Pettis,Featherweight,Anthony Pettis,KO/TKO,"R3, 4:50",Title Win
Max Holloway,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Featherweight,Ricardo Lamas,Decision - Unanimous,R3,Win
Max Holloway,12/12/2015,UFC 194: Aldo vs McGregor,Featherweight,Jeremy Stephens,Decision - Unanimous,R3,Win
Max Holloway,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Featherweight,Charles Oliveira,KO/TKO,"R1, 1:39",Win
Max Holloway,4/18/2015,UFC Fight Night: Machida vs Rockhold,Featherweight,Cub Swanson,Submission,"R3, 3:58",Win
Max Holloway,2/14/2015,UFC Fight Night: Henderson vs Thatch,Featherweight,Cole Miller,Decision - Unanimous,R3,Win
Max Holloway,10/4/2014,UFC Fight Night: Nelson vs Story,Featherweight,Akira Corassani,KO/TKO,"R1, 3:11",Win
Max Holloway,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Catch Weight,Clay Collard,KO/TKO,"R3, 3:47",Win
Max Holloway,4/26/2014,UFC 172: Jones vs. Teixeira,Featherweight,Andre Fili,Submission,"R3, 3:39",Win
Max Holloway,1/4/2014,UFC Fight Night 34: Saffiedine vs. Lim,Featherweight,Will Chope,KO/TKO,"R2, 2:27",Win
Max Holloway,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Featherweight,Conor McGregor,Decision - Unanimous,R3,Loss
Max Holloway,5/25/2013,UFC 160: Velasquez vs. Silva 2,Featherweight,Dennis Bermudez,Decision - Split,R3,Loss
Max Holloway,12/29/2012,UFC 155: Dos Santos vs. Velasquez 2,Featherweight,Leonard Garcia,Decision - Split,R3,Win
Max Holloway,8/11/2012,UFC 150: Henderson vs. Edgar 2,Featherweight,Justin Lawrence,KO/TKO,"R2, 4:49",Win
Max Holloway,6/1/2012,UFC - TUF 15 Finale,Featherweight,Pat Schilling,Decision - Unanimous,R3,Win
Max Holloway,2/4/2012,UFC 143: Diaz vs. Condit,Featherweight,Dustin Poirier,Submission,"R1, 3:23",Loss
Jon Jones,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Light Heavyweight,Alexander Gustafsson,,,
Jon Jones,7/29/2017,UFC 214: Cormier vs. Jones 2,Light Heavyweight,Daniel Cormier,KO/TKO,"R3, 3:01",Title Win
Jon Jones,4/23/2016,UFC 197: Jones vs Saint Preux,Light Heavyweight,Ovince Saint Preux,Decision - Unanimous,R5,Title Win
Jon Jones,1/3/2015,UFC 182: Jones vs Cormier,Light Heavyweight,Daniel Cormier,Decision - Unanimous,R5,Title Win
Jon Jones,4/26/2014,UFC 172: Jones vs. Teixeira,Light Heavyweight,Glover Teixeira,Decision - Unanimous,R5,Title Win
Jon Jones,9/21/2013,UFC 165: Jones vs. Gustafsson,Light Heavyweight,Alexander Gustafsson,Decision - Unanimous,R5,Title Win
Jon Jones,4/27/2013,UFC 159: Jones vs. Sonnen,Light Heavyweight,Chael Sonnen,KO/TKO,"R1, 4:33",Title Win
Jon Jones,9/22/2012,UFC 152: Jones vs. Belfort,Light Heavyweight,Vitor Belfort,Submission,"R4, 0:54",Title Win
Jon Jones,4/21/2012,UFC 145: Jones vs. Evans,Light Heavyweight,Rashad Evans,Decision - Unanimous,R5,Title Win
Jon Jones,12/10/2011,UFC 140: Jones vs. Machida,Light Heavyweight,Lyoto Machida,Submission,"R2, 4:26",Title Win
Jon Jones,9/24/2011,UFC 135: Jones vs. Rampage,Light Heavyweight,Rampage Jackson,Submission,"R4, 1:14",Title Win
Jon Jones,3/19/2011,UFC 128: Shogun vs. Jones,Light Heavyweight,Mauricio Rua,KO/TKO,"R3, 2:37",Title Win
Jon Jones,2/5/2011,UFC 126: Silva vs. Belfort,Light Heavyweight,Ryan Bader,Submission,"R2, 4:20",Win
Jon Jones,8/1/2010,UFC on Versus 2,Light Heavyweight,Vladimir Matyushenko,KO/TKO,"R1, 1:52",Win
Jon Jones,3/21/2010,UFC on Versus 1,Light Heavyweight,Brandon Vera,KO/TKO,"R1, 3:19",Win
Jon Jones,12/5/2009,UFC - TUF 10 Finale,Light Heavyweight,Matt Hamill,DQ,"R1, 4:14",Loss
Jon Jones,7/11/2009,UFC 100,Light Heavyweight,Jake O'Brien,Submission,"R2, 2:43",Win
Jon Jones,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Light Heavyweight,Stephan Bonnar,Decision - Unanimous,R3,Win
Jon Jones,8/9/2008,UFC 87: Seek And Destroy,Light Heavyweight,Andre Gusmao,Decision - Unanimous,R3,Win
Dong Hyun Kim,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Colby Covington,Decision - Unanimous,R3,Loss
Dong Hyun Kim,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Tarec Saffiedine,Decision - Split,R3,Win
Dong Hyun Kim,11/28/2015,UFC Fight Night: Henderson vs Masvidal,Welterweight,Dominic Waters,KO/TKO,"R1, 3:11",Win
Dong Hyun Kim,5/23/2015,UFC 187: Johnson vs Cormier,Welterweight,Joshua Burkman,Submission,"R3, 2:13",Win
Dong Hyun Kim,8/23/2014,UFC Fight Night 48: Bisping vs. Le,Welterweight,Tyron Woodley,KO/TKO,"R1, 1:01",Loss
Dong Hyun Kim,3/1/2014,UFC - TUF China Finale,Welterweight,John Hathaway,KO/TKO,"R3, 1:02",Win
Dong Hyun Kim,10/9/2013,UFC Fight Night 29: Maia vs. Shields,Welterweight,Erick Silva,KO/TKO,"R2, 3:01",Win
Dong Hyun Kim,3/2/2013,UFC on FUEL TV 8,Welterweight,Siyar Bahadurzada,Decision - Unanimous,R3,Win
Dong Hyun Kim,11/10/2012,UFC on FUEL TV 6,Welterweight,Paulo Thiago,Decision - Unanimous,R3,Win
Dong Hyun Kim,7/7/2012,UFC 148: Silva vs. Sonnen 2,Welterweight,Demian Maia,KO/TKO,"R1, 0:47",Loss
Dong Hyun Kim,12/30/2011,UFC 141: Lesnar vs. Overeem,Welterweight,Sean Pierson,Decision - Unanimous,R3,Win
Dong Hyun Kim,7/2/2011,UFC 132: Cruz vs. Faber,Welterweight,Carlos Condit,KO/TKO,"R1, 2:58",Loss
Dong Hyun Kim,1/1/2011,UFC 125: Resolution,Welterweight,Nate Diaz,Decision - Unanimous,R3,Win
Dong Hyun Kim,5/29/2010,UFC 114: Jackson vs. Evans,Welterweight,Amir Sadollah,Decision - Unanimous,R3,Win
Dong Hyun Kim,7/11/2009,UFC 100,Welterweight,TJ Grant,Decision - Unanimous,R3,Win
Dong Hyun Kim,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Welterweight,Karo Parisyan,Overturned,R3,Draw
