Fighter_ID,First_Name,Nickname,Last_Name,Weight_Class,StatID,Wins,Losses,Draws,Title_Holder,Rank,P4P_Rank,Status,Link,Full_Name,Country,Age,Height,Weight,BMI,AvgFightTimeLong,AvgFightTimeShort,TakedownsLanded,TakedownDefense,TakedownAccuracy,SubmissionAttempts,SubmissionAverage,SigStrikesLanded,SigStrikesAccuracy,Knockdowns,SLpM,SApM,PlusMinus,SigStrikingDefense,TotStrikesLanded
232026,Siyar,The Great,Bahadurzada,Welterweight,1902.0,23,6,1,False,,,Active,http://www.ufc.com/fighter/siyar-bahadurzada,Siyar Bahadurzada,Netherlands,34,71.0,170.0,23.70759769886927,,,,,,,,,,,,,,,
501819,Angela,Overkill,Hill,Women_Strawweight,2352.0,8,5,0,False,,,Active,http://www.ufc.com/fighter/angela-hill,Angela Hill,United States,32,63.0,115.0,20.369110607205844,,,,,,,,,,,,,,,
538284,Teemu,Pacu,Packalen,Lightweight,2604.0,8,2,0,False,,,Active,http://www.ufc.com/fighter/teemu-packalen,Teemu Packalen,Finland,31,73.0,155.0,20.447551135297427,,,,,,,,,,,,,,,
595807,Lando,Groovy,Vannata,Lightweight,2784.0,9,3,2,False,,,Active,http://www.ufc.com/fighter/landon-vannata,Lando Vannata,United States,26,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
627678,Rashad,Daywalker,Coulter,Heavyweight,2470.0,8,4,0,False,,,Active,http://www.ufc.com/fighter/rashad-coulter,Rashad Coulter,United States,37,71.0,265.0,36.955961118825634,,,,,,,,,,,,,,,
501823,Justine,,Kish,Women_Flyweight,2697.0,6,2,0,False,,,Active,http://www.ufc.com/fighter/justine-kish,Justine Kish,United States,30,65.0,125.0,20.798816568047336,,,,,,,,,,,,,,,
538698,Cortney,Cast Iron,Casey,Women_Strawweight,2603.0,8,5,0,False,11,,Active,http://www.ufc.com/fighter/cortney-casey,Cortney Casey,United States,31,67.0,115.0,18.009578970817554,,,,,,,,,,,,,,,
655522,Craig,The Thundercat,White,Welterweight,3071.0,14,9,0,False,,,Active,http://www.ufc.com/fighter/craig-white,Craig White,England,28,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
501825,Randa,Quiet Storm,Markos,Women_Strawweight,2350.0,8,7,1,False,14,,Active,http://www.ufc.com/fighter/randa-markos,Randa Markos,Canada,33,64.0,115.0,19.737548828125,,,,,,,,,,,,,,,
310,Nick,,Diaz,Middleweight,506.0,26,10,0,False,,,Active,http://www.ufc.com/fighter/nick-diaz,Nick Diaz,United States,35,72.0,185.0,25.087770061728396,,,,,,,,,,,,,,,
311758,Michel,Tractor,Prazeres,Welterweight,2074.0,25,2,0,False,,,Active,http://www.ufc.com/fighter/michel-prazeres,Michel Prazeres,Brazil,37,68.0,170.0,25.84558823529412,,,,,,,,,,,,,,,
661962,Andre,,Ewell,Bantamweight,3161.0,14,4,0,False,,,Active,http://www.ufc.com/fighter/andre-ewell,Andre Ewell,United States,30,71.0,135.0,18.826621702043244,,,,,,,,,,,,,,,
473935,Nick,Sergeant,Hein,Lightweight,2207.0,14,4,0,False,,,Active,http://www.ufc.com/fighter/nick-hein,Nick Hein,Germany,34,66.0,155.0,25.01492194674013,,,,,,,,,,,,,,,
501830,Jessica,,Penne,Women_Strawweight,2341.0,12,6,0,False,,,Active,http://www.ufc.com/fighter/jessica-penne,Jessica Penne,United States,35,65.0,115.0,19.13491124260355,,,,,,,,,,,,,,,
627823,Aspen,,Ladd,Women_Bantamweight,2893.0,7,0,0,False,7,,Active,http://www.ufc.com/fighter/aspen-ladd,Aspen Ladd,United States,23,66.0,135.0,21.787190082644628,,,,,,,,,,,,,,,
655582,Molly,Meatball,McCann,Women_Flyweight,3064.0,7,2,0,False,,,Active,http://www.ufc.com/fighter/molly-mccann,Molly McCann,England,28,64.0,125.0,21.453857421875,,,,,,,,,,,,,,,
661963,Adam,Boroda,Yandiev,Middleweight,3160.0,9,1,0,False,,,Active,http://www.ufc.com/fighter/Adam-Yandiev,Adam Yandiev,Russian Federation,30,71.0,185.0,25.799444554651853,,,,,,,,,,,,,,,
945,Jon,Bones,Jones,Light_Heavyweight,549.0,23,1,0,False,1,3,Active,http://www.ufc.com/fighter/jon-jones,Jon Jones,United States,31,76.0,205.0,24.950657894736842,,,,95.00,,,,,,,,,,,
269482,James,The Texecutioner,Vick,Lightweight,1984.0,13,2,0,False,11,,Active,http://www.ufc.com/fighter/james-vick,James Vick,United States,31,75.0,155.0,19.371555555555556,,,,,,,,,,,,,,,
515764,CM,,Punk,Welterweight,2796.0,0,2,0,False,,,Active,http://www.ufc.com/fighter/cm-punk,CM Punk,United States,40,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
628288,Justin,The Highlight,Gaethje,Lightweight,2896.0,19,2,0,False,7,,Active,http://www.ufc.com/fighter/justin-gaethje,Justin Gaethje,United States,30,71.0,155.0,21.61575084308669,,,,,,,,,,,,,,,
269485,Al,Raging,Iaquinta,Lightweight,1983.0,13,4,1,False,4,,Active,http://www.ufc.com/fighter/al-iaquinta,Al Iaquinta,United States,31,67.0,155.0,24.273780351971485,,,,,,,,,,,,,,,
501836,Tecia,The Tiny Tornado,Torres,Women_Strawweight,2340.0,10,3,0,False,7,,Active,http://www.ufc.com/fighter/tecia-torres,Tecia Torres,United States,29,61.0,115.0,21.726686374630475,,,,,,,,,,,,,,,
269498,Vinc,From Hell,Pichel,Lightweight,1986.0,11,2,0,False,,,Active,http://www.ufc.com/fighter/vinc-pichel,Vinc Pichel,United States,36,70.0,155.0,22.237755102040815,,,,,63.00,,,,,,,,,,
269499,Michael,Maverick,Chiesa,Lightweight,1985.0,14,4,0,False,9,,Active,http://www.ufc.com/fighter/michael-chiesa,Michael Chiesa,United States,31,73.0,155.0,20.447551135297427,,,,,,,,,,,,,,,
596663,Katlyn,Blonde Fighter,Chookagian,Women_Flyweight,2785.0,11,1,0,False,3,,Active,http://www.ufc.com/fighter/katlyn-chookagian,Katlyn Chookagian,United States,29,69.0,125.0,18.457256878806973,,,,,,,,,,,,,,,
662432,Marina,,Rodriguez,Women_Strawweight,3168.0,10,0,1,False,,,Active,http://www.ufc.com/fighter/Marina-Rodriguez,Marina Rodriguez,Brazil,31,67.0,115.0,18.009578970817554,,,,,,,,,,,,,,,
312928,Nikita,The Miner,Krylov,Light_Heavyweight,2076.0,24,6,0,False,15,,Active,http://www.ufc.com/fighter/nikita-krylov,Nikita Krylov,Ukraine,26,72.0,205.0,27.79996141975309,,4:51,,,,,,,58.91,,,,2.97,,
643289,Tai,Bam Bam,Tuivasa,Heavyweight,3015.0,10,0,0,False,11,,Active,http://www.ufc.com/fighter/tai-tuivasa,Tai Tuivasa,Australia,25,74.0,265.0,34.02027027027027,,,,,,,,,,,,,,,
596985,Justin,El Blanco,Ledet,Heavyweight,2788.0,9,1,0,False,,,Active,http://www.ufc.com/fighter/justin-ledet,Justin Ledet,United States,30,76.0,265.0,32.25328947368421,,,,,,,,,,,,,,,
643297,Jessica-Rose,,Clark,Women_Flyweight,3022.0,9,4,0,False,9,,Active,http://www.ufc.com/fighter/jessica-rose-clark,Jessica-Rose Clark,Australia,31,64.0,125.0,21.453857421875,,,,,,,,,,,,,,,
643382,Markus,Maluko,Perez,Middleweight,3023.0,10,2,0,False,,,Active,http://www.ufc.com/fighter/markus-perez,Markus Perez,Brazil,28,74.0,185.0,23.75,,,,,,,,,,,,,,,
662436,Augusto,,Sakai,Heavyweight,2554.0,12,1,1,False,,,Active,http://www.ufc.com/fighter/augusto-sakai,Augusto Sakai,Brazil,27,76.0,265.0,32.25328947368421,,,,,,,,,,,,,,,
643436,Wuliji,Beast Master,Buren,Bantamweight,3027.0,10,6,0,False,,,Active,http://www.ufc.com/fighter/wuliji-buren,Wuliji Buren,China,28,68.0,135.0,20.524437716262977,,,,,,,,,,,,,,,
643437,Pingyuan,,Liu,Bantamweight,3025.0,11,5,0,False,,,Active,http://www.ufc.com/fighter/pingyuan-liu,Pingyuan Liu,China,25,66.0,135.0,21.787190082644628,,,,,,,,,,,,,,,
656291,Chance,Black Eagle,Rencountre,Welterweight,3090.0,12,3,0,False,,,Active,http://www.ufc.com/fighter/chance-rencountre,Chance Rencountre,United States,31,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
960,Jim,A-10,Miller,Lightweight,509.0,29,12,0,False,,,Active,http://www.ufc.com/fighter/jim-miller,Jim Miller,United States,35,68.0,155.0,23.565095155709344,,,,,,40,,,,,,,,,
643438,Bharat,Daring,Kandare,Bantamweight,3026.0,5,3,0,False,,,Active,http://www.ufc.com/fighter/bharat-kandare,Bharat Kandare,India,29,67.0,135.0,21.14167966139452,,,,,,,,,,,,,,,
234774,Mitch,,Gagnon,Bantamweight,1935.0,12,4,0,False,,,Active,http://www.ufc.com/fighter/mitch-gagnon,Mitch Gagnon,Canada,34,65.0,135.0,22.46272189349112,,,,,,,,,,,,,,,
464804,Zubaira,Warrior,Tukhugov,Featherweight,2154.0,18,4,0,False,,,Active,http://www.ufc.com/fighter/zubaira-tukhugov,Zubaira Tukhugov,Russian Federation,27,68.0,145.0,22.044766435986162,,,,,,,,,,,,,,,
662488,Johnny,,Walker,Light_Heavyweight,,13,3,0,False,,,Active,http://www.ufc.com/fighter/johnny-walker,Johnny Walker,England,26,77.0,205.0,24.306797099004893,,,,,,,,,,,,,,,
628993,Brian,Boom,Kelleher,Bantamweight,2895.0,19,9,0,False,,,Active,http://www.ufc.com/fighter/brian-kelleher,Brian Kelleher,United States,32,66.0,135.0,21.787190082644628,,,,,,,,,,,,,,,
516943,Shamil,Abrek,Abdurakhimov,Heavyweight,2424.0,19,4,0,False,12,,Active,http://www.ufc.com/fighter/shamil-abdurakhimov,Shamil Abdurakhimov,Russian Federation,37,75.0,265.0,33.11911111111111,,,,,,,,,,,,,,,
475289,Sean,Tarzan,Strickland,Welterweight,2204.0,20,3,0,False,,,Active,http://www.ufc.com/fighter/sean-strickland,Sean Strickland,United States,32,70.0,170.0,24.389795918367348,,,,,,,,,,,,,,,
662494,Mayra,Sheetara,Bueno Silva,Women_Bantamweight,3176.0,6,0,0,False,,,Active,http://www.ufc.com/fighter/mayra-bueno-silva,Mayra Bueno Silva,Brazil,27,66.0,135.0,21.787190082644628,,,,,,,,,,,,,,,
475290,Ruslan,Leopard,Magomedov,Heavyweight,2234.0,14,1,0,False,,,Active,http://www.ufc.com/fighter/ruslan-magomedov,Ruslan Magomedov,Russian Federation,32,75.0,265.0,33.11911111111111,,,,,,,,,,,,,,,
599175,Felipe,,Silva,Lightweight,2802.0,8,2,0,False,,,Active,http://www.ufc.com/fighter/felipe-silva,Felipe Silva,Brazil,34,72.0,155.0,21.019483024691358,,,,,,,,,,,,,,,
629280,Adam,Siwy,Wieczorek,Heavyweight,2899.0,10,2,0,False,,,Active,http://www.ufc.com/fighter/adam-wieczorek,Adam Wieczorek,Poland,26,77.0,265.0,31.420981615786808,,,,,,,,,,,,,,,
629443,Junior,Baby,Albini,Heavyweight,2901.0,14,4,0,False,,,Active,http://www.ufc.com/fighter/junior-albini,Junior Albini,Brazil,27,75.0,265.0,33.11911111111111,,,,,,,,,,,,,,,
629961,Ji Yeon,Firefist,Kim,Women_Flyweight,2889.0,7,1,2,False,,,Active,http://www.ufc.com/fighter/ji-yeon-kim,Ji Yeon Kim,South Korea,29,66.0,125.0,20.173324150596876,,,,,,,,,,,,,,,
94675,Dustin,The Diamond,Poirier,Lightweight,1595.0,24,5,0,False,3,,Active,http://www.ufc.com/fighter/dustin-poirier,Dustin Poirier,United States,29,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
94732,Michael,The Menace,Johnson,Featherweight,1711.0,20,13,0,False,,,Active,http://www.ufc.com/fighter/michael-johnson,Michael Johnson,United States,32,69.0,145.0,21.41041797941609,,,,,,,,,,,,,,,
662538,Thiago,,Moises,Lightweight,3188.0,11,3,0,False,,,Active,http://www.ufc.com/fighter/thiago-moises,Thiago Moises,Brazil,23,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
643712,Shane,,Young,Featherweight,3028.0,11,4,0,False,,,Active,http://www.ufc.com/fighter/shane-young,Shane Young,New Zealand,25,68.0,145.0,22.044766435986162,,,,,,,,,,,,,,,
345,Diego,Nightmare,Sanchez,Lightweight,461.0,30,11,0,False,,,Active,http://www.ufc.com/fighter/diego-sanchez,Diego Sanchez,United States,36,70.0,155.0,22.237755102040815,,,,,,,,,,,,,,,
980,Joseph,,Benavidez,Flyweight,911.0,25,5,0,False,2,,Active,http://www.ufc.com/fighter/joseph-benavidez,Joseph Benavidez,United States,34,64.0,125.0,21.453857421875,,,,,,,,,,,,,,,
540407,Misha,,Cirkunov,Light_Heavyweight,2608.0,14,4,0,False,14,,Active,http://www.ufc.com/fighter/misha-cirkunov,Misha Cirkunov,Canada,31,75.0,205.0,25.620444444444445,,4:44,,,,,2.27,,,,,,,,
540603,Joaquim,Netto BJJ,Silva,Lightweight,2573.0,10,1,0,False,,,Active,http://www.ufc.com/fighter/joaquim-silva,Joaquim Silva,Brazil,29,68.0,155.0,23.565095155709344,,,,,,,,,,,,,,,
630706,Rolando,Dy Incredible ,Dy,Featherweight,2904.0,9,6,1,False,,,Active,http://www.ufc.com/fighter/rolando-dy,Rolando Dy,Philippines,27,68.0,145.0,22.044766435986162,,,,,,,,,,,,,,,
235798,John,Hands of Stone,Lineker,Bantamweight,1966.0,31,8,0,False,6,,Active,http://www.ufc.com/fighter/john-lineker,John Lineker,Brazil,28,63.0,135.0,23.911564625850342,,,,,,,,,,,,,,,
599363,Max,Pain,Griffin,Welterweight,2805.0,14,5,0,False,,,Active,http://www.ufc.com/fighter/max-griffin,Max Griffin,United States,33,72.0,170.0,23.053626543209877,,,,,,,,,,,,,,,
630707,Frank,The Crank,Camacho,Welterweight,2905.0,21,7,0,False,,,Active,http://www.ufc.com/fighter/frank-camacho,Frank Camacho,Guam,29,69.0,170.0,25.101869355177485,,,,,,,,,,,,,,,
335531,James,The James Krause,Krause,Welterweight,1096.0,25,8,0,False,,,Active,http://www.ufc.com/fighter/james-krause,James Krause,United States,32,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
335531,James,The James Krause,Krause,Welterweight,1096.0,25,8,0,False,,,Active,http://www.ufc.com/fighter/james-krause,James Krause,United States,32,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
465464,Jake,The Celtic Kid,Matthews,Welterweight,2258.0,13,3,0,False,,,Active,http://www.ufc.com/fighter/jake-matthews,Jake Matthews,Australia,24,69.0,170.0,25.101869355177485,,,,,,,,,,,,,,,
630843,Megan,,Anderson,Women_Featherweight,2906.0,8,3,0,False,,,Active,http://www.ufc.com/fighter/megan-anderson,Megan Anderson,Australia,28,72.0,145.0,19.663387345679013,,,,,,,,,,,,,,,
336293,Jessica,Bate Estaca,Andrade,Women_Strawweight,2079.0,20,6,0,False,1,,Active,http://www.ufc.com/fighter/jessica-andrade,Jessica Andrade,Brazil,27,62.0,115.0,21.031477627471386,,,,,,,,,,,6.58,,,,
456964,Omari,Wolverine,Akhmedov,Middleweight,2104.0,17,4,1,False,,,Active,http://www.ufc.com/fighter/omari-akhmedov,Omari Akhmedov,Russian Federation,31,72.0,185.0,25.087770061728396,,,,,,,,,,,,,,,
236888,Stephen,Wonderboy,Thompson,Welterweight,1944.0,14,3,1,False,4,,Active,http://www.ufc.com/fighter/stephen-thompson,Stephen Thompson,United States,35,72.0,170.0,23.053626543209877,,,,,,,,,,,,,,,
457256,Walt,The Big Ticket,Harris,Heavyweight,2106.0,11,7,0,False,,,Active,http://www.ufc.com/fighter/walt-harris,Walt Harris,United States,35,77.0,265.0,31.420981615786808,,,,,,,,,,,,,,,
465467,Olivier,The Canadian Gangster,Aubin-Mercier,Lightweight,2223.0,12,3,0,False,,,Active,http://www.ufc.com/fighter/olivier-aubin-mercier,Olivier Aubin-Mercier,Canada,29,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
503488,Thomas,Thominhas,Almeida,Bantamweight,2325.0,22,3,0,False,13,,Active,http://www.ufc.com/fighter/thomas-almeida,Thomas Almeida,Brazil,27,67.0,135.0,21.14167966139452,,,,,,,,,,,,,,,
631432,Charles,Kid Dynamite,Byrd,Middleweight,2913.0,9,5,0,False,,,Active,http://www.ufc.com/fighter/charles-byrd,Charles Byrd,United States,35,70.0,185.0,26.541836734693877,,,,,,,,,,,,,,,
503755,Nina,,Ansaroff,Women_Strawweight,2328.0,9,5,0,False,3,,Active,http://www.ufc.com/fighter/nina-ansaroff,Nina Ansaroff,United States,33,65.0,115.0,19.13491124260355,,,,,,,,,,,,,,,
465471,Chad,The Disciple,Laprise,Welterweight,2222.0,14,3,0,False,,,Active,http://www.ufc.com/fighter/chad-laprise,Chad Laprise,Canada,32,70.0,170.0,24.389795918367348,,,,,,,,,,,,,,,
504095,Leon,Rocky,Edwards,Welterweight,2329.0,16,3,0,False,10,,Active,http://www.ufc.com/fighter/leon-edwards,Leon Edwards,England,27,72.0,170.0,23.053626543209877,,,,,,,,,,,,,,,
600855,Ketlen,Fenomeno,Vieira,Women_Bantamweight,2809.0,10,0,0,False,3,,Active,http://www.ufc.com/fighter/ketlen-vieira,Ketlen Vieira,Brazil,27,68.0,135.0,20.524437716262977,,,,,,,,,,,,,,,
631436,Joby,,Sanchez,Bantamweight,2311.0,11,4,0,False,,,Active,http://www.ufc.com/fighter/joby-sanchez,Joby Sanchez,United States,27,66.0,135.0,21.787190082644628,,,,,,,,,,,,,,,
631437,Matt,The Mangler,Bessette,Featherweight,2461.0,22,9,0,False,,,Active,http://www.ufc.com/fighter/matt-bessette,Matt Bessette,United States,33,70.0,145.0,20.803061224489795,,,,,,,,,,,,,,,
238062,Tim,The Dirty Bird,Means,Welterweight,1952.0,27,10,1,False,,,Active,http://www.ufc.com/fighter/tim-means,Tim Means,United States,34,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
631438,Kurt,,Holobaugh,Featherweight,2049.0,17,6,0,False,,,Active,http://www.ufc.com/fighter/kurt-holobaugh,Kurt Holobaugh,United States,32,71.0,145.0,20.221186272564967,,,,,,,,,,,,,,,
489173,Bryan,Bam Bam,Barberena,Welterweight,2263.0,13,5,0,False,,,Active,http://www.ufc.com/fighter/bryan-barberena,Bryan Barberena,United States,29,72.0,170.0,23.053626543209877,,,,,,,,,,,,,,,
465481,Nordine,,Taleb,Welterweight,2227.0,14,6,0,False,,,Active,http://www.ufc.com/fighter/nordine-taleb,Nordine Taleb,France,37,73.0,170.0,22.426346406455245,,,,,76.20,,,,,,,,,,
631538,Mike,Slo-Mike,Rodriguez,Light_Heavyweight,2918.0,9,3,0,False,,,Active,http://www.ufc.com/fighter/michael-rodriguez,Mike Rodriguez,United States,30,75.0,205.0,25.620444444444445,,,,,,,,,,,,,,,
465482,Elias,The Spartan,Theodorou,Middleweight,2224.0,16,2,0,False,13,,Active,http://www.ufc.com/fighter/elias-theodorou,Elias Theodorou,Canada,30,73.0,185.0,24.405141677613063,,,,,,,,,,,,,,,
239715,Glover,,Teixeira,Light_Heavyweight,1968.0,27,7,0,False,12,,Active,http://www.ufc.com/fighter/glover-teixeira,Glover Teixeira,Brazil,39,74.0,205.0,26.31756756756757,,,,,,,,,,,,,,,
504565,Charles,Boston Strong,Rosa,Featherweight,2330.0,11,3,0,False,,,Active,http://www.ufc.com/fighter/charles-rosa,Charles Rosa,United States,32,69.0,145.0,21.41041797941609,,,,,,,,,,,,,,,
663245,Christos,The Spartan,Giagos,Lightweight,2322.0,15,7,0,False,,,Active,http://www.ufc.com/fighter/christos-giagos,Christos Giagos,United States,28,70.0,155.0,22.237755102040815,,,,,,,,,,,,,,,
465483,Sheldon,,Westcott,Welterweight,2225.0,10,3,1,False,,,Active,http://www.ufc.com/fighter/sheldon-westcott,Sheldon Westcott,Canada,34,73.0,170.0,22.426346406455245,,,,,,,,,,,,,,,
522866,Maryna,Iron Lady,Moroz,Women_Strawweight,2465.0,8,3,0,False,,,Active,http://www.ufc.com/fighter/maryna-moroz,Maryna Moroz,Ukraine,27,67.0,115.0,18.009578970817554,,,,,,,,,,,,,,,
601200,Lina,Elbow Queen,Lansberg,Women_Bantamweight,2811.0,8,3,0,False,13,,Active,http://www.ufc.com/fighter/lina-lansberg,Lina Lansberg,Sweden,36,67.0,135.0,21.14167966139452,,,,,,,,,,,,,,,
663426,Alexey,,Kunchenko,Welterweight,3190.0,19,0,0,False,,,Active,http://www.ufc.com/fighter/alexey-kunchenko,Alexey Kunchenko,Russian Federation,34,70.0,170.0,24.389795918367348,,,,,,,,,,,,,,,
241883,Ronda,Rowdy,Rousey,Women_Bantamweight,1828.0,12,2,0,False,,,Active,http://www.ufc.com/fighter/ronda-rousey,Ronda Rousey,United States,31,67.0,135.0,21.14167966139452,,3:06,,,,,3.03,,,,,,,,
241886,Luke,,Rockhold,Middleweight,1294.0,16,4,0,False,2,,Active,http://www.ufc.com/fighter/luke-rockhold,Luke Rockhold,United States,34,75.0,185.0,23.120888888888892,,,,,,,,,,,,,,,
522906,Islam,,Makhachev,Lightweight,2466.0,16,1,0,False,,,Active,http://www.ufc.com/fighter/islam-makhachev,Islam Makhachev,Russian Federation,27,70.0,155.0,22.237755102040815,,,,,,,,,,,,0.82,,,
553753,Mizuto,Pugnus,Hirota,Lightweight,1177.0,19,9,2,False,,,Active,http://www.ufc.com/fighter/mizuto-hirota,Mizuto Hirota,Japan,37,67.0,155.0,24.273780351971485,,,,,,,,,,,,,,,
601203,Gregor,The Gift,Gillespie,Lightweight,2812.0,12,0,0,False,,,Active,http://www.ufc.com/fighter/gregor-gillespie,Gregor Gillespie,United States,31,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
241887,Ronaldo,Jacare,Souza,Middleweight,896.0,26,6,0,False,3,,Active,http://www.ufc.com/fighter/ronaldo-souza,Ronaldo Souza,Brazil,39,73.0,185.0,24.405141677613063,,,,,,,,,,,,,,,
458646,Krzysztof,,Jotko,Middleweight,2122.0,19,5,0,False,,,Active,http://www.ufc.com/fighter/krzysztof-jotko,Krzysztof Jotko,Poland,29,73.0,185.0,24.405141677613063,,,,,,,,,,,,,,,
553755,Teruto,Yashabo,Ishihara,Bantamweight,2655.0,11,5,2,False,,,Active,http://www.ufc.com/fighter/teruto-ishihara,Teruto Ishihara,Japan,27,67.0,135.0,21.14167966139452,,,,,,,,,,,,,,,
370,Carlos,The Natural Born Killer,Condit,Welterweight,663.0,30,12,0,False,,,Active,http://www.ufc.com/fighter/carlos-condit,Carlos Condit,United States,34,74.0,170.0,21.824324324324323,,,,,,,,,,,,,,,
458701,Sergio,,Pettis,Flyweight,2118.0,17,4,0,False,,,Active,http://www.ufc.com/fighter/sergio-pettis,Sergio Pettis,United States,25,66.0,125.0,20.173324150596876,,,,,,,,,,,,,,,
631546,Ryan,Superman,Spann,Light_Heavyweight,2935.0,15,5,0,False,,,Active,http://www.ufc.com/fighter/ryan-spann,Ryan Spann,United States,27,77.0,205.0,24.306797099004893,,,,,,,,,,,,,,,
656786,Matt,,Sayles,Featherweight,3096.0,6,2,0,False,,,Active,http://www.ufc.com/fighter/matt-sayles,Matt Sayles,United States,24,67.0,145.0,22.707730006683004,,,,,,,,,,,,,,,
663792,Stefan,,Sekulic,Welterweight,3193.0,12,3,0,False,,,Active,http://www.ufc.com/fighter/stefan-sekulic,Stefan Sekulic,Serbia,26,73.0,170.0,22.426346406455245,,,,,,,,,,,,,,,
465945,Aleksei,The Boa Constrictor,Oleinik,Heavyweight,2155.0,57,11,1,False,8,,Active,http://www.ufc.com/fighter/oleksiy-oliynyk,Aleksei Oleinik,Russian Federation,41,74.0,265.0,34.02027027027027,,,,,,,2.66,,,,,,,,
631548,Karl,Baby K ,Roberson,Middleweight,2936.0,6,1,0,False,,,Active,http://www.ufc.com/fighter/karl-roberson,Karl Roberson,United States,28,73.0,185.0,24.405141677613063,,,,,,,,,,,,,,,
555314,Danny,Hot Chocolate,Roberts,Welterweight,2656.0,16,3,0,False,,,Active,http://www.ufc.com/fighter/danny-roberts,Danny Roberts,England,31,72.0,170.0,23.053626543209877,,,,,,,,,,,,,,,
375,Cub,,Swanson,Featherweight,1050.0,25,9,0,False,7,,Active,http://www.ufc.com/fighter/cub-swanson,Cub Swanson,United States,35,67.0,145.0,22.707730006683004,,,,,,,,,,,,,,,
490180,Sam,Smile'N,Alvey,Light_Heavyweight,2264.0,33,11,0,False,,,Active,http://www.ufc.com/fighter/sam-alvey,Sam Alvey,United States,32,74.0,205.0,26.31756756756757,,,,,,,,,,,,,,,
557184,Francis,The Predator,Ngannou,Heavyweight,2659.0,11,3,0,False,3,,Active,http://www.ufc.com/fighter/francis-ngannou,Francis Ngannou,Cameroon,32,76.0,265.0,32.25328947368421,,,,,,,,,,,,,,,
601646,Mike,Platinum,Perry,Welterweight,2813.0,12,4,0,False,,,Active,http://www.ufc.com/fighter/mike-perry,Mike Perry,United States,27,70.0,170.0,24.389795918367348,,,,,,,,,,,,,,,
459193,Alex,The Dominican Nightmare,Garcia,Welterweight,2130.0,15,6,0,False,,,Active,http://www.ufc.com/fighter/alex-garcia,Alex Garcia,Dominican Republic,31,69.0,170.0,25.101869355177485,,,,,,,,,,,,,,,
466035,Claudio,Hannibal,Silva,Welterweight,2162.0,11,1,0,False,,,Active,http://www.ufc.com/fighter/claudio-henrique-da-silva,Claudio Silva,Brazil,36,71.0,170.0,23.70759769886927,,,,,,,,,,,,,,,
601851,Alexa,,Grasso,Women_Strawweight,2814.0,10,2,0,False,13,,Active,http://www.ufc.com/fighter/alexa-grasso,Alexa Grasso,Mexico,25,65.0,115.0,19.13491124260355,,,,,,,,,,,,,,,
602150,Jason,Nicoya,Gonzalez,Lightweight,2815.0,11,4,0,False,,,Active,http://www.ufc.com/fighter/jason-gonzalez,Jason Gonzalez,United States,28,74.0,155.0,19.89864864864865,,,,,,,,,,,,,,,
459199,Andre,Touchy,Fili,Featherweight,2119.0,18,6,0,False,,,Active,http://www.ufc.com/fighter/andre-fili,Andre Fili,United States,28,71.0,145.0,20.221186272564967,,,,,,,,,,,,,,,
466037,Kevin,The Motown Phenom,Lee,Lightweight,2157.0,16,4,0,False,5,,Active,http://www.ufc.com/fighter/kevin-lee,Kevin Lee,United States,26,69.0,155.0,22.886998529720646,,,,,,,,,,,,,,,
631554,Dan,Dynamite,Ige,Featherweight,2941.0,9,2,0,False,,,Active,http://www.ufc.com/fighter/dan-ige,Dan Ige,United States,27,67.0,145.0,22.707730006683004,,,,,,,,,,,,,,,
241942,Jorge,Gamebred,Masvidal,Welterweight,1272.0,32,13,0,False,9,,Active,http://www.ufc.com/fighter/jorge-masvidal,Jorge Masvidal,United States,34,70.0,170.0,24.389795918367348,,,,,,,,,,,,,,,
524184,Alex,Cowboy,Oliveira,Welterweight,2469.0,19,4,1,False,15,,Active,http://www.ufc.com/fighter/alex-oliveira,Alex Oliveira,Brazil,30,71.0,170.0,23.70759769886927,,,,,,,,,,,,,,,
656793,Dwight,The Body Snatcher,Grant,Welterweight,,7,1,0,False,,,Active,http://www.ufc.com/fighter/dwight-grant,Dwight Grant,United States,34,73.0,170.0,22.426346406455245,,,,,,,,,,,,,,,
1014,Stefan,Skyscraper,Struve,Heavyweight,649.0,32,11,0,False,14,,Active,http://www.ufc.com/fighter/stefan-struve,Stefan Struve,Netherlands,30,84.0,265.0,26.40235260770975,,,,,,,,,,,,,,,
524895,Bartosz,The Butcher,Fabinski,Middleweight,2490.0,14,2,0,False,,,Active,http://www.ufc.com/fighter/bartosz-fabinski,Bartosz Fabinski,Poland,32,72.0,185.0,25.087770061728396,,,,,,,,,,,,,,,
