Fighter_ID,First_Name,Nickname,Last_Name,Weight_Class,StatID,Wins,Losses,Draws,Title_Holder,Rank,P4P_Rank,Status,Link
537556,Chris,,De La Rocha,Heavyweight,2605,5,2,0,False,,,Active,http://www.ufc.com/fighter/chris-de-la-rocha
269244,Joe,,Proctor,Welterweight,1982,11,5,0,False,,,Active,http://www.ufc.com/fighter/joe-proctor
501701,Carla,Cookie Monster,Esparza,Women_Strawweight,2338,14,6,0,False,9,,Active,http://www.ufc.com/fighter/Carla-Esparza
594572,Will,Ill Will,Brooks,Lightweight,2042,18,4,0,False,,,Active,http://www.ufc.com/fighter/will-brooks
626218,Marlon,Magic,Moraes,Bantamweight,2887,21,5,1,False,4,,Active,http://www.ufc.com/fighter/marlon-moraes
486257,Gilbert,Durinho,Burns,Lightweight,2288,14,3,0,False,,,Active,http://www.ufc.com/fighter/gilbert-burns
501702,Felice,Lil Bulldog,Herrig,Women_Strawweight,2343,14,8,0,False,10,,Active,http://www.ufc.com/fighter/felice-herrig
626441,Jared,Flash,Gordon,Lightweight,2890,14,2,0,False,,,Active,http://www.ufc.com/fighter/jared-gordon
641981,Merab,,Dvalishvili,Bantamweight,3020,8,3,0,False,,,Active,http://www.ufc.com/fighter/merab-dvalishvili
642113,Muslim,King of Kung Fu,Salikhov,Welterweight,3021,14,2,0,False,,,Active,http://www.ufc.com/fighter/muslim-salikhov
473755,Steve,The Boss,Bosse,Light_Heavyweight,2195,12,2,0,False,,,Active,http://www.ufc.com/fighter/steve-bosse
269255,Myles,Fury,Jury,Featherweight,1974,17,3,0,False,,,Active,http://www.ufc.com/fighter/myles-jury
595768,Marvin,The Italian Dream,Vettori,Middleweight,2783,12,4,1,False,,,Active,http://www.ufc.com/fighter/marvin-vettori
627511,Luke,The Jedi,Jumeau,Welterweight,2891,13,4,0,False,,,Active,http://www.ufc.com/fighter/luke-jumeau
232026,Siyar,The Great,Bahadurzada,Welterweight,1902,23,6,1,False,,,Active,http://www.ufc.com/fighter/siyar-bahadurzada
501819,Angela,Overkill,Hill,Women_Strawweight,2352,8,5,0,False,,,Active,http://www.ufc.com/fighter/angela-hill
538284,Teemu,Pacu,Packalen,Lightweight,2604,8,2,0,False,,,Active,http://www.ufc.com/fighter/teemu-packalen
595807,Lando,Groovy,Vannata,Lightweight,2784,9,3,2,False,,,Active,http://www.ufc.com/fighter/landon-vannata
538285,Dominique,“Non-Stop Action-Packed” Dom T. Steele ,Steele,Welterweight,1875,14,9,0,False,,,Active,http://www.ufc.com/fighter/dominique-steele
627678,Rashad,Daywalker,Coulter,Heavyweight,2470,8,4,0,False,,,Active,http://www.ufc.com/fighter/rashad-coulter
473777,Neil,2Tap,Seery,Flyweight,2196,16,13,0,False,,,Active,http://www.ufc.com/fighter/neil-seery
501823,Justine,,Kish,Women_Flyweight,2697,6,2,0,False,,,Active,http://www.ufc.com/fighter/justine-kish
538698,Cortney,Cast Iron,Casey,Women_Strawweight,2603,8,5,0,False,11,,Active,http://www.ufc.com/fighter/cortney-casey
941,Jesse,JT Money,Taylor,Middleweight,498,32,15,0,False,,,Active,http://www.ufc.com/fighter/jesse-taylor
655522,Craig,The Thundercat,White,Welterweight,3071,14,9,0,False,,,Active,http://www.ufc.com/fighter/craig-white
501825,Randa,Quiet Storm,Markos,Women_Strawweight,2350,8,7,1,False,14,,Active,http://www.ufc.com/fighter/randa-markos
310,Nick,,Diaz,Middleweight,506,26,10,0,False,,,Active,http://www.ufc.com/fighter/nick-diaz
943,Dan,The Outlaw,Hardy,Welterweight,492,25,10,0,False,,,Active,http://www.ufc.com/fighter/dan-hardy
232923,Reza,Mad Dog,Madadi,Lightweight,1918,14,6,0,False,,,Active,http://www.ufc.com/fighter/reza-madadi
311758,Michel,Tractor,Prazeres,Welterweight,2074,25,2,0,False,,,Active,http://www.ufc.com/fighter/michel-prazeres
661962,Andre,,Ewell,Bantamweight,3161,14,4,0,False,,,Active,http://www.ufc.com/fighter/andre-ewell
473935,Nick,Sergeant,Hein,Lightweight,2207,14,4,0,False,,,Active,http://www.ufc.com/fighter/nick-hein
501830,Jessica,,Penne,Women_Strawweight,2341,12,6,0,False,,,Active,http://www.ufc.com/fighter/jessica-penne
627823,Aspen,,Ladd,Women_Bantamweight,2893,7,0,0,False,7,,Active,http://www.ufc.com/fighter/aspen-ladd
655582,Molly,Meatball,McCann,Women_Flyweight,3064,7,2,0,False,,,Active,http://www.ufc.com/fighter/molly-mccann
661963,Adam,Boroda,Yandiev,Middleweight,3160,9,1,0,False,,,Active,http://www.ufc.com/fighter/Adam-Yandiev
945,Jon,Bones,Jones,Light_Heavyweight,549,23,1,0,False,1,3,Active,http://www.ufc.com/fighter/jon-jones
269482,James,The Texecutioner,Vick,Lightweight,1984,13,2,0,False,11,,Active,http://www.ufc.com/fighter/james-vick
501834,Bec,Rowdy,Rawlings,Women_Flyweight,2345,7,8,0,False,,,Active,http://www.ufc.com/fighter/bec-rawlings
515764,CM,,Punk,Welterweight,2796,0,2,0,False,,,Active,http://www.ufc.com/fighter/cm-punk
628288,Justin,The Highlight,Gaethje,Lightweight,2896,19,2,0,False,7,,Active,http://www.ufc.com/fighter/justin-gaethje
656035,Carlo,Semento,Pedersoli,Welterweight,3088,11,1,0,False,,,Active,http://www.ufc.com/fighter/Carlo-Pedersoli
269485,Al,Raging,Iaquinta,Lightweight,1983,13,4,1,False,4,,Active,http://www.ufc.com/fighter/al-iaquinta
501836,Tecia,The Tiny Tornado,Torres,Women_Strawweight,2340,10,3,0,False,7,,Active,http://www.ufc.com/fighter/tecia-torres
516084,Frankie,,Perez,Lightweight,2377,10,4,0,False,,,Active,http://www.ufc.com/fighter/frankie-perez
628793,Oliver,The Future,Enkamp,Welterweight,2897,7,1,0,False,,,Active,http://www.ufc.com/fighter/Oliver-Enkamp
269498,Vinc,From Hell,Pichel,Lightweight,1986,11,2,0,False,,,Active,http://www.ufc.com/fighter/vinc-pichel
73135,John ,The Bull,Makdessi,Lightweight,1675,16,6,0,False,,,Active,http://www.ufc.com/fighter/john-makdessi
269499,Michael,Maverick,Chiesa,Lightweight,1985,14,4,0,False,9,,Active,http://www.ufc.com/fighter/michael-chiesa
596663,Katlyn,Blonde Fighter,Chookagian,Women_Flyweight,2785,11,1,0,False,3,,Active,http://www.ufc.com/fighter/katlyn-chookagian
662432,Marina,,Rodriguez,Women_Strawweight,3168,10,0,1,False,,,Active,http://www.ufc.com/fighter/Marina-Rodriguez
312928,Nikita,The Miner,Krylov,Light_Heavyweight,2076,24,6,0,False,15,,Active,http://www.ufc.com/fighter/nikita-krylov
318,Georges,Rush,St-Pierre,Middleweight,439,26,2,0,False,,6,Active,http://www.ufc.com/fighter/georges-st-pierre
313054,Daniel,,Omielanczuk,Heavyweight,2083,19,8,1,False,,,Active,http://www.ufc.com/fighter/daniel-omielanczuk
596984,Chase,The Vanilla Gorilla,Sherman,Heavyweight,2787,11,6,0,False,,,Active,http://www.ufc.com/fighter/chase-sherman
643289,Tai,Bam Bam,Tuivasa,Heavyweight,3015,10,0,0,False,11,,Active,http://www.ufc.com/fighter/tai-tuivasa
474125,Dooho,The Korean Superboy,Choi,Featherweight,2198,14,2,0,False,,,Active,http://www.ufc.com/fighter/dooho-choi
596985,Justin,El Blanco,Ledet,Heavyweight,2788,9,1,0,False,,,Active,http://www.ufc.com/fighter/justin-ledet
643297,Jessica-Rose,,Clark,Women_Flyweight,3022,9,4,0,False,9,,Active,http://www.ufc.com/fighter/jessica-rose-clark
234155,Ian,Uncle Creepy,McCall,Flyweight,1091,13,5,1,False,,,Active,http://www.ufc.com/fighter/ian-mcCall
643382,Markus,Maluko,Perez,Middleweight,3023,10,2,0,False,,,Active,http://www.ufc.com/fighter/markus-perez
662436,Augusto,,Sakai,Heavyweight,2554,12,1,1,False,,,Active,http://www.ufc.com/fighter/augusto-sakai
321,Mike,,Brown,Featherweight,627,26,9,0,False,,,NotFighting,http://www.ufc.com/fighter/mike-brown
75743,Sean,The Punisher,Pierson,Welterweight,1707,14,6,0,False,,,NotFighting,http://www.ufc.com/fighter/sean-pierson
643435,Song,The Assassin,Kenan,Welterweight,3024,13,4,0,False,,,Active,http://www.ufc.com/fighter/kenan-song
643436,Wuliji,Beast Master,Buren,Bantamweight,3027,10,6,0,False,,,Active,http://www.ufc.com/fighter/wuliji-buren
656290,Jose,Shorty,Torres,Flyweight,3089,8,1,0,False,,,Active,http://www.ufc.com/fighter/jose-torres
643437,Pingyuan,,Liu,Bantamweight,3025,11,5,0,False,,,Active,http://www.ufc.com/fighter/pingyuan-liu
656291,Chance,Black Eagle,Rencountre,Welterweight,3090,12,3,0,False,,,Active,http://www.ufc.com/fighter/chance-rencountre
960,Jim,A-10,Miller,Lightweight,509,29,12,0,False,,,Active,http://www.ufc.com/fighter/jim-miller
456128,Alexandra,Stitch,Albu,Women_Strawweight,2120,7,0,0,False,,,Active,http://www.ufc.com/fighter/alexandra-albu
464803,Russell,,Doane,Bantamweight,2164,15,8,0,False,,,Active,http://www.ufc.com/fighter/russell-doane
628845,Amanda,,Ribas,Women_Strawweight,,6,1,0,False,,,Active,http://www.ufc.com/fighter/amanda-ribas
643438,Bharat,Daring,Kandare,Bantamweight,3026,5,3,0,False,,,Active,http://www.ufc.com/fighter/bharat-kandare
32111,Dongi,The Ox,Yang,Middleweight,1638,12,3,0,False,,,NotFighting,http://www.ufc.com/fighter/dongi-yang
234774,Mitch,,Gagnon,Bantamweight,1935,12,4,0,False,,,Active,http://www.ufc.com/fighter/mitch-gagnon
464804,Zubaira,Warrior,Tukhugov,Featherweight,2154,18,4,0,False,,,Active,http://www.ufc.com/fighter/zubaira-tukhugov
643439,Wang,The Dongbei Tiger,Guan,Featherweight,2888,20,1,1,False,,,Active,http://www.ufc.com/fighter/wang-guan
662488,Johnny,,Walker,Light_Heavyweight,,13,3,0,False,,,Active,http://www.ufc.com/fighter/johnny-walker
63,Dan,Hendo,Henderson,Middleweight,129,32,15,0,False,,,NotFighting,http://www.ufc.com/fighter/dan-henderson
234787,Shawn,The Savage,Jordan,Heavyweight,1850,18,7,0,False,,,NotFighting,http://www.ufc.com/fighter/shawn-jordan
963,Junior,Cigano,Dos Santos,Heavyweight,535,19,5,0,False,7,,Active,http://www.ufc.com/fighter/junior-dos-santos
628993,Brian,Boom,Kelleher,Bantamweight,2895,19,9,0,False,,,Active,http://www.ufc.com/fighter/brian-kelleher
964,Nick,The Jersey Devil,Catone,Middleweight,464,10,4,0,False,,,NotFighting,http://www.ufc.com/fighter/nick-catone
516943,Shamil,Abrek,Abdurakhimov,Heavyweight,2424,19,4,0,False,12,,Active,http://www.ufc.com/fighter/shamil-abdurakhimov
87879,Tiequan,The Wolf,Zhang,Lightweight,1636,18,4,0,False,,,Active,http://www.ufc.com/fighter/tiequan-zhang
234799,Magnus,Jycken,Cedenblad,Middleweight,1938,14,5,0,False,,,Active,http://www.ufc.com/fighter/magnus-cedenblad
966,Rafael,,Dos Anjos,Welterweight,532,28,10,0,False,5,,Active,http://www.ufc.com/fighter/rafael-dos-anjos
598805,Christian,Godzilla,Colombo,Heavyweight,2799,8,3,1,False,,,Active,http://www.ufc.com/fighter/christian-colombo
334,Patrick,The Predator,Cote,Welterweight,405,24,11,0,False,,,NotFighting,http://www.ufc.com/fighter/patrick-cote
475289,Sean,Tarzan,Strickland,Welterweight,2204,20,3,0,False,,,Active,http://www.ufc.com/fighter/sean-strickland
517588,Joe,Irish,Duffy,Lightweight,2426,16,3,0,False,,,Active,http://www.ufc.com/fighter/joseph-duffy
598902,Hector,Kid Alex,Sandoval,Flyweight,2801,14,4,0,False,,,Active,http://www.ufc.com/fighter/hector-sandoval
662494,Mayra,Sheetara,Bueno Silva,Women_Bantamweight,3176,6,0,0,False,,,Active,http://www.ufc.com/fighter/mayra-bueno-silva
475290,Ruslan,Leopard,Magomedov,Heavyweight,2234,14,1,0,False,,,Active,http://www.ufc.com/fighter/ruslan-magomedov
599175,Felipe,,Silva,Lightweight,2802,8,2,0,False,,,Active,http://www.ufc.com/fighter/felipe-silva
629280,Adam,Siwy,Wieczorek,Heavyweight,2899,10,2,0,False,,,Active,http://www.ufc.com/fighter/adam-wieczorek
599180,Ryan,,Janes,Middleweight,2803,10,3,0,False,,,Active,http://www.ufc.com/fighter/ryan-janes
629375,Azamat,,Murzakanov,Light_Heavyweight,,7,0,0,False,,,Active,http://www.ufc.com/fighter/azamat-murzakanov
488752,Tina,Jelly Bean,Lahdemaki,Women_Strawweight,2275,5,1,0,False,,,Active,http://www.ufc.com/fighter/tina-lahdemaki
629443,Junior,Baby,Albini,Heavyweight,2901,14,4,0,False,,,Active,http://www.ufc.com/fighter/junior-albini
629960,Chanmi,Ottogi Girl,Jeon,Women_Strawweight,2902,5,2,0,False,,,Active,http://www.ufc.com/fighter/chan-mi-jeon
488754,Johnny,Hollywood,Case,Lightweight,2262,22,6,0,False,,,Active,http://www.ufc.com/fighter/johnny-case
629961,Ji Yeon,Firefist,Kim,Women_Flyweight,2889,7,1,2,False,,,Active,http://www.ufc.com/fighter/ji-yeon-kim
94675,Dustin,The Diamond,Poirier,Lightweight,1595,24,5,0,False,3,,Active,http://www.ufc.com/fighter/dustin-poirier
94732,Michael,The Menace,Johnson,Featherweight,1711,20,13,0,False,,,Active,http://www.ufc.com/fighter/michael-johnson
662538,Thiago,,Moises,Lightweight,3188,11,3,0,False,,,Active,http://www.ufc.com/fighter/thiago-moises
343,Forrest,,Griffin,Light_Heavyweight,380,19,7,0,False,,,NotFighting,http://www.ufc.com/fighter/forrest-griffin
630115,James,Juggernaut,Mulheron,Heavyweight,2903,11,2,0,False,,,Active,http://www.ufc.com/fighter/james-mulheron
643712,Shane,,Young,Featherweight,3028,11,4,0,False,,,Active,http://www.ufc.com/fighter/shane-young
344,Stephan,American Psycho,Bonnar,Light_Heavyweight,297,17,8,0,False,,,NotFighting,http://www.ufc.com/fighter/stephan-bonnar
345,Diego,Nightmare,Sanchez,Lightweight,461,30,11,0,False,,,Active,http://www.ufc.com/fighter/diego-sanchez
980,Joseph,,Benavidez,Flyweight,911,25,5,0,False,2,,Active,http://www.ufc.com/fighter/joseph-benavidez
540407,Misha,,Cirkunov,Light_Heavyweight,2608,14,4,0,False,14,,Active,http://www.ufc.com/fighter/misha-cirkunov
540603,Joaquim,Netto BJJ,Silva,Lightweight,2573,10,1,0,False,,,Active,http://www.ufc.com/fighter/joaquim-silva
630706,Rolando,Dy Incredible ,Dy,Featherweight,2904,9,6,1,False,,,Active,http://www.ufc.com/fighter/rolando-dy
985,John,The Hitman,Hathaway,Welterweight,637,17,2,0,False,,,Active,http://www.ufc.com/fighter/john-hathaway
235798,John,Hands of Stone,Lineker,Bantamweight,1966,31,8,0,False,6,,Active,http://www.ufc.com/fighter/john-lineker
599363,Max,Pain,Griffin,Welterweight,2805,14,5,0,False,,,Active,http://www.ufc.com/fighter/max-griffin
630707,Frank,The Crank,Camacho,Welterweight,2905,21,7,0,False,,,Active,http://www.ufc.com/fighter/frank-camacho
335531,James,The James Krause,Krause,Welterweight,1096,25,8,0,False,,,Active,http://www.ufc.com/fighter/james-krause
465464,Jake,The Celtic Kid,Matthews,Welterweight,2258,13,3,0,False,,,Active,http://www.ufc.com/fighter/jake-matthews
630843,Megan,,Anderson,Women_Featherweight,2906,8,3,0,False,,,Active,http://www.ufc.com/fighter/megan-anderson
336293,Jessica,Bate Estaca,Andrade,Women_Strawweight,2079,20,6,0,False,1,,Active,http://www.ufc.com/fighter/jessica-andrade
518912,Timothy,,Johnson,Heavyweight,2425,12,4,0,False,,,Active,http://www.ufc.com/fighter/timothy-johnson
600176,Jeremy,JBC,Kennedy,Featherweight,2807,11,1,0,False,,,Active,http://www.ufc.com/fighter/jeremy-kennedy
631429,Greg,Ribz,Rebello,Heavyweight,2909,24,8,0,False,,,Active,http://www.ufc.com/fighter/greg-rebello
456964,Omari,Wolverine,Akhmedov,Middleweight,2104,17,4,1,False,,,Active,http://www.ufc.com/fighter/omari-akhmedov
631430,Zu,8th Wonder,Anyanwu,Heavyweight,2910,14,5,0,False,,,Active,http://www.ufc.com/fighter/zu-anyanwu
236888,Stephen,Wonderboy,Thompson,Welterweight,1944,14,3,1,False,4,,Active,http://www.ufc.com/fighter/stephen-thompson
457256,Walt,The Big Ticket,Harris,Heavyweight,2106,11,7,0,False,,,Active,http://www.ufc.com/fighter/walt-harris
465467,Olivier,The Canadian Gangster,Aubin-Mercier,Lightweight,2223,12,3,0,False,,,Active,http://www.ufc.com/fighter/olivier-aubin-mercier
496146,Ulka,,Sasaki,Flyweight,2296,20,5,2,False,,,Active,http://www.ufc.com/fighter/yuta-sasaki
503488,Thomas,Thominhas,Almeida,Bantamweight,2325,22,3,0,False,13,,Active,http://www.ufc.com/fighter/thomas-almeida
631432,Charles,Kid Dynamite,Byrd,Middleweight,2913,9,5,0,False,,,Active,http://www.ufc.com/fighter/charles-byrd
600281,Jimmy,Judo,Wallhead,Welterweight,2806,29,11,0,False,,,Active,http://www.ufc.com/fighter/jim-wallhead
631433,Justin,,Jones,Middleweight,2370,9,2,0,False,,,Active,http://www.ufc.com/fighter/justin-jones
991,Tom,Filthy,Lawlor,Light_Heavyweight,467,10,6,0,False,,,Active,http://www.ufc.com/fighter/tom-lawlor
465469,Kajan,Ragin',Johnson,Lightweight,2231,23,14,1,False,,,Active,http://www.ufc.com/fighter/kajan-johnson
503755,Nina,,Ansaroff,Women_Strawweight,2328,9,5,0,False,3,,Active,http://www.ufc.com/fighter/nina-ansaroff
600330,Danielle,Dynamite,Taylor,Women_Strawweight,2808,9,4,0,False,,,Active,http://www.ufc.com/fighter/danielle-taylor
631435,Manny,,Vazquez,Flyweight,2914,11,2,0,False,,,Active,http://www.ufc.com/fighter/manny-vazquez
644080,Song,,Yadong ,Bantamweight,3030,12,3,0,False,,,Active,http://www.ufc.com/fighter/yadong-song
355,Chris,The Crippler,Leben,Middleweight,414,22,11,0,False,,,NotFighting,http://www.ufc.com/fighter/chris-leben
465471,Chad,The Disciple,Laprise,Welterweight,2222,14,3,0,False,,,Active,http://www.ufc.com/fighter/chad-laprise
504095,Leon,Rocky,Edwards,Welterweight,2329,16,3,0,False,10,,Active,http://www.ufc.com/fighter/leon-edwards
600855,Ketlen,Fenomeno,Vieira,Women_Bantamweight,2809,10,0,0,False,3,,Active,http://www.ufc.com/fighter/ketlen-vieira
631436,Joby,,Sanchez,Bantamweight,2311,11,4,0,False,,,Active,http://www.ufc.com/fighter/joby-sanchez
644081,Hu,Bad Boy,Yaozong,Heavyweight,3029,3,1,0,False,,,Active,http://www.ufc.com/fighter/Yaozong-Hu
356,Kenny,KenFlo,Florian,Featherweight,270,16,6,0,False,,,NotFighting,http://www.ufc.com/fighter/kenny-florian
600881,Joachim,,Christensen,Light_Heavyweight,2810,14,6,0,False,,,Active,http://www.ufc.com/fighter/joachim-christensen
631437,Matt,The Mangler,Bessette,Featherweight,2461,22,9,0,False,,,Active,http://www.ufc.com/fighter/matt-bessette
238062,Tim,The Dirty Bird,Means,Welterweight,1952,27,10,1,False,,,Active,http://www.ufc.com/fighter/tim-means
465475,Daniel,,Kelly,Middleweight,2324,13,4,0,False,,,Active,http://www.ufc.com/fighter/dan-kelly
631438,Kurt,,Holobaugh,Featherweight,2049,17,6,0,False,,,Active,http://www.ufc.com/fighter/kurt-holobaugh
458511,Opponent,,TBD,Middleweight,,,,,False,,,Active,http://www.ufc.com/fighter/tbd
489173,Bryan,Bam Bam,Barberena,Welterweight,2263,13,5,0,False,,,Active,http://www.ufc.com/fighter/bryan-barberena
631439,Boston,Boom Boom,Salmon,Bantamweight,2911,6,1,0,False,,,Active,http://www.ufc.com/fighter/boston-salmon
359,Mike,Quick,Swick,Welterweight,379,15,6,0,False,,,NotFighting,http://www.ufc.com/fighter/mike-swick
996,Krzysztof,The Polish Experiment,Soszynski,Light_Heavyweight,309,22,13,1,False,,,NotFighting,http://www.ufc.com/fighter/krzysztof-soszynski
104843,Norifumi,Kid,Yamamoto,Bantamweight,940,18,6,0,False,,,Active,http://www.ufc.com/fighter/Norifumi-Yamamoto
631441,Ricky,,Turcios,Bantamweight,2912,8,0,0,False,,,Active,http://www.ufc.com/fighter/ricky-turcios
631537,Daniel,,Spohn,Light_Heavyweight,2284,16,5,0,False,,,Active,http://www.ufc.com/fighter/daniel-spohn
465481,Nordine,,Taleb,Welterweight,2227,14,6,0,False,,,Active,http://www.ufc.com/fighter/nordine-taleb
631538,Mike,Slo-Mike,Rodriguez,Light_Heavyweight,2918,9,3,0,False,,,Active,http://www.ufc.com/fighter/michael-rodriguez
363,Paul,Relentless,Taylor,Lightweight,402,11,6,1,False,,,NotFighting,http://www.ufc.com/fighter/paul-taylor
465482,Elias,The Spartan,Theodorou,Middleweight,2224,16,2,0,False,13,,Active,http://www.ufc.com/fighter/elias-theodorou
631539,CJ,,Hamilton,Flyweight,2921,11,5,0,False,,,Active,http://www.ufc.com/fighter/cj-hamilton
364,Dennis,,Siver,Featherweight,366,23,11,0,False,,,Active,http://www.ufc.com/fighter/dennis-siver
239715,Glover,,Teixeira,Light_Heavyweight,1968,27,7,0,False,12,,Active,http://www.ufc.com/fighter/glover-teixeira
504565,Charles,Boston Strong,Rosa,Featherweight,2330,11,3,0,False,,,Active,http://www.ufc.com/fighter/charles-rosa
631540,Casey ,,Kenney,Flyweight,2922,7,1,1,False,,,Active,http://www.ufc.com/fighter/casey-kenney
663245,Christos,The Spartan,Giagos,Lightweight,2322,15,7,0,False,,,Active,http://www.ufc.com/fighter/christos-giagos
465483,Sheldon,,Westcott,Welterweight,2225,10,3,1,False,,,Active,http://www.ufc.com/fighter/sheldon-westcott
631541,Alfred ,,Khashakyan,Bantamweight,2923,8,4,0,False,,,Active,http://www.ufc.com/fighter/alfred-khashakyan
663306,Jinsoo,,Son,Lightweight,3191,9,3,0,False,,,Active,http://www.ufc.com/fighter/jin-soo-soon
366,Matt,The Real One,Grice,Featherweight,446,15,5,0,False,,,NotFighting,http://www.ufc.com/fighter/matt-grice
522866,Maryna,Iron Lady,Moroz,Women_Strawweight,2465,8,3,0,False,,,Active,http://www.ufc.com/fighter/maryna-moroz
601200,Lina,Elbow Queen,Lansberg,Women_Bantamweight,2811,8,3,0,False,13,,Active,http://www.ufc.com/fighter/lina-lansberg
631542,Thanh ,,Le,Featherweight,2920,7,1,0,False,,,Active,http://www.ufc.com/fighter/thanh-le
663426,Alexey,,Kunchenko,Welterweight,3190,19,0,0,False,,,Active,http://www.ufc.com/fighter/alexey-kunchenko
241883,Ronda,Rowdy,Rousey,Women_Bantamweight,1828,12,2,0,False,,,Active,http://www.ufc.com/fighter/ronda-rousey
545279,Sage,Super,Northcutt,Welterweight,2628,11,2,0,False,,,Active,http://www.ufc.com/fighter/sage-northcutt
631543,Lazar ,,Stojadinovic,Featherweight,2919,12,6,0,False,,,Active,http://www.ufc.com/fighter/lazar-stojadinovic
712,Rashad,Suga,Evans,Light_Heavyweight,387,24,8,1,False,,,Active,http://www.ufc.com/fighter/rashad-evans
241886,Luke,,Rockhold,Middleweight,1294,16,4,0,False,2,,Active,http://www.ufc.com/fighter/luke-rockhold
522906,Islam,,Makhachev,Lightweight,2466,16,1,0,False,,,Active,http://www.ufc.com/fighter/islam-makhachev
553753,Mizuto,Pugnus,Hirota,Lightweight,1177,19,9,2,False,,,Active,http://www.ufc.com/fighter/mizuto-hirota
601203,Gregor,The Gift,Gillespie,Lightweight,2812,12,0,0,False,,,Active,http://www.ufc.com/fighter/gregor-gillespie
631544,Sidney,,Outlaw,Welterweight,2916,9,4,0,False,,,Active,http://www.ufc.com/fighter/sidney-outlaw
369,Urijah,The California Kid,Faber,Bantamweight,959,34,10,0,False,,,NotFighting,http://www.ufc.com/fighter/urijah-faber
713,Joshua,The People's Warrior,Burkman,Welterweight,407,29,17,0,False,,,Active,http://www.ufc.com/fighter/josh-burkman
241887,Ronaldo,Jacare,Souza,Middleweight,896,26,6,0,False,3,,Active,http://www.ufc.com/fighter/ronaldo-souza
458646,Krzysztof,,Jotko,Middleweight,2122,19,5,0,False,,,Active,http://www.ufc.com/fighter/krzysztof-jotko
553755,Teruto,Yashabo,Ishihara,Bantamweight,2655,11,5,2,False,,,Active,http://www.ufc.com/fighter/teruto-ishihara
631545,Michael,,Cora,Welterweight,2915,4,2,0,False,,,Active,http://www.ufc.com/fighter/michael-cora
370,Carlos,The Natural Born Killer,Condit,Welterweight,663,30,12,0,False,,,Active,http://www.ufc.com/fighter/carlos-condit
458701,Sergio,,Pettis,Flyweight,2118,17,4,0,False,,,Active,http://www.ufc.com/fighter/sergio-pettis
631546,Ryan,Superman,Spann,Light_Heavyweight,2935,15,5,0,False,,,Active,http://www.ufc.com/fighter/ryan-spann
656786,Matt,,Sayles,Featherweight,3096,6,2,0,False,,,Active,http://www.ufc.com/fighter/matt-sayles
663792,Stefan,,Sekulic,Welterweight,3193,12,3,0,False,,,Active,http://www.ufc.com/fighter/stefan-sekulic
241891,Miesha,Cupcake,Tate,Women_Bantamweight,1317,18,7,0,False,,,NotFighting,http://www.ufc.com/fighter/miesha-tate
458921,Kiichi,Strasser,Kunimoto,Welterweight,2131,19,6,2,False,,,Active,http://www.ufc.com/fighter/kiichi-kunimoto
465945,Aleksei,The Boa Constrictor,Oleinik,Heavyweight,2155,57,11,1,False,8,,Active,http://www.ufc.com/fighter/oleksiy-oliynyk
631548,Karl,Baby K ,Roberson,Middleweight,2936,6,1,0,False,,,Active,http://www.ufc.com/fighter/karl-roberson
656787,Yazan,Yazzle Dazzle,Hajeh,Featherweight,,6,0,0,False,,,Active,http://www.ufc.com/fighter/yazan-hajeh
555314,Danny,Hot Chocolate,Roberts,Welterweight,2656,16,3,0,False,,,Active,http://www.ufc.com/fighter/danny-roberts
631549,Gabriel,Zangief ,Checco,Middleweight,,10,2,0,False,,,Active,http://www.ufc.com/fighter/gabriel-checco
656788,Anthony,Fluffy,Hernandez,Middleweight,,6,0,0,False,,,Active,http://www.ufc.com/fighter/anthony-hernandez
375,Cub,,Swanson,Featherweight,1050,25,9,0,False,7,,Active,http://www.ufc.com/fighter/cub-swanson
459192,Adam,,Khaliev,Welterweight,2140,6,0,0,False,,,Active,http://www.ufc.com/fighter/adam-khaliev
490180,Sam,Smile'N,Alvey,Light_Heavyweight,2264,33,11,0,False,,,Active,http://www.ufc.com/fighter/sam-alvey
557184,Francis,The Predator,Ngannou,Heavyweight,2659,11,3,0,False,3,,Active,http://www.ufc.com/fighter/francis-ngannou
601646,Mike,Platinum,Perry,Welterweight,2813,12,4,0,False,,,Active,http://www.ufc.com/fighter/mike-perry
631550,Chase,,Waldon,Middleweight,2942,11,3,0,False,,,Active,http://www.ufc.com/fighter/chase-waldon
656789,Jordan,The Beverly Hills Ninja,Wright,Middleweight,,9,0,0,False,,,Active,http://www.ufc.com/fighter/jordan-wright
459193,Alex,The Dominican Nightmare,Garcia,Welterweight,2130,15,6,0,False,,,Active,http://www.ufc.com/fighter/alex-garcia
466035,Claudio,Hannibal,Silva,Welterweight,2162,11,1,0,False,,,Active,http://www.ufc.com/fighter/claudio-henrique-da-silva
601851,Alexa,,Grasso,Women_Strawweight,2814,10,2,0,False,13,,Active,http://www.ufc.com/fighter/alexa-grasso
631551,Alonzo,,Menifield,Light_Heavyweight,2686,7,0,0,False,,,Active,http://www.ufc.com/fighter/alonzo-menifield
656790,Giga,,Chikadze,Featherweight,,5,1,0,False,,,Active,http://www.ufc.com/fighter/giga-chikadze
241929,Gegard,,Mousasi,Middleweight,786,42,6,2,False,,,NotFighting,http://www.ufc.com/fighter/gegard-mousasi
557189,Luis,KLB,Henrique,Heavyweight,2658,10,5,0,False,,,Active,http://www.ufc.com/fighter/luis-henrique
