Fighter_ID,First_Name,Nickname,Last_Name,Weight_Class,StatID,Wins,Losses,Draws,Title_Holder,Rank,P4P_Rank,Status,Link
654934,Will,The Brown Bomber,Santiago,Middleweight,,9,5,0,False,,,Active,http://www.ufc.com/fighter/will-santiago
592624,Jack,The Joker,Hermansson,Middleweight,2775,17,4,0,False,,,Active,http://www.ufc.com/fighter/jack-hermansson
624242,Pearl,,Gonzalez,Women_Strawweight,2881,6,2,0,False,,,Active,http://www.ufc.com/fighter/pearl-gonzalez
654935,Montel,Quik,Jackson,Bantamweight,3082,6,0,0,False,,,Active,http://www.ufc.com/fighter/montel-jackson
661592,Tebaris,Boom,Gordon,Heavyweight,,3,1,0,False,,,Active,http://www.ufc.com/fighter/tebaris-gordon
25,Royce,,Gracie,Middleweight,70,13,2,2,False,,,NotFighting,http://www.ufc.com/fighter/royce-gracie
231392,Dennis,The Menace,Bermudez,Featherweight,1907,17,9,0,False,,,Active,http://www.ufc.com/fighter/dennis-bermudez
453765,Wilson,,Reis,Flyweight,2095,22,9,0,False,6,,Active,http://www.ufc.com/fighter/wilson-reis
654936,Rico,,DiSciullo,Bantamweight,,9,2,0,False,,,Active,http://www.ufc.com/fighter/rico-disciullo
661593,Bobby,The Wolfman,Moffett,Featherweight,3155,14,3,0,False,,,Active,http://www.ufc.com/fighter/bobby-moffett
473164,Patrick,Durkin,Cummins,Light_Heavyweight,1694,10,6,0,False,,,Active,http://www.ufc.com/fighter/patrick-cummins
654937,Greg,,Hardy,Heavyweight,,2,0,0,False,,,Active,http://www.ufc.com/fighter/greg-hardy
661594,Jacob,The Killer,Kilburn,Featherweight,,3,2,0,False,,,Active,http://www.ufc.com/fighter/jacob-kilburn
231395,John,The Magician,Dodson,Bantamweight,1904,21,10,0,False,8,,Active,http://www.ufc.com/fighter/john-dodson
593837,Jessin,,Ayari,Welterweight,2776,16,5,0,False,,,Active,http://www.ufc.com/fighter/jessin-ayari
654938,Austen,,Lane,Heavyweight,,4,1,0,False,,,Active,http://www.ufc.com/fighter/austen-lane
661595,Joseph,,Lowry,Lightweight,,7,1,0,False,,,Active,http://www.ufc.com/fighter/joseph-lowry
231402,Bryan,Kid Lightning,Caraway,Bantamweight,1184,21,9,0,False,,,Active,http://www.ufc.com/fighter/bryan-caraway
310600,Derrick,The Black Beast,Lewis,Heavyweight,2082,21,6,0,False,2,,Active,http://www.ufc.com/fighter/derrick-lewis
486125,Rob,,Font,Bantamweight,2266,15,4,0,False,10,,Active,http://www.ufc.com/fighter/rob-font
501693,Joanne,JoJo,Calderwood,Women_Flyweight,2339,12,3,0,False,10,,Active,http://www.ufc.com/fighter/joanne-calderwood
593838,Emil,Valhalla,Meek,Welterweight,2777,9,4,1,False,,,Active,http://www.ufc.com/fighter/emil-weber
624468,Ashkan,The Assassin ,Mokhtarian,Flyweight,2883,13,3,0,False,,,Active,http://www.ufc.com/fighter/ashkan-mokhtarian
654939,Sean,The Unpredictable One,Lally,Welterweight,,8,3,0,False,,,Active,http://www.ufc.com/fighter/sean-lally
661596,Devonte,King Kage,Smith,Lightweight,3153,9,1,0,False,,,Active,http://www.ufc.com/fighter/devonte-smith
501694,Alex,Astro Girl,Chambers,Women_Strawweight,2346,5,5,0,False,,,Active,http://www.ufc.com/fighter/alex-chambers
536796,Lyman,Cyborg,Good,Welterweight,2584,20,4,0,False,,,Active,http://www.ufc.com/fighter/lyman-good
593993,Belal,Remember The Name,Muhammad,Welterweight,2778,14,2,0,False,,,Active,http://www.ufc.com/fighter/belal-muhammad
624585,Tom,Fire Kid,Duquesnoy,Bantamweight,2882,15,2,0,False,,,Active,http://www.ufc.com/fighter/tom-duquesnoy
654940,Chris,Action-Man,Curtis,Welterweight,,19,5,0,False,,,Active,http://www.ufc.com/fighter/chris-curtis
661597,J.R.,Bam Bam,Coughran,Featherweight,,4,1,0,False,,,Active,http://www.ufc.com/fighter/jr-coughran
924,CB,The Doberman,Dollaway,Middleweight,507,18,10,0,False,,,Active,http://www.ufc.com/fighter/cb-dollaway
537071,Andrew,,Holbrook,Lightweight,2585,12,2,0,False,,,Active,http://www.ufc.com/fighter/andrew-holbrook
594158,Jonathan,The French Spider,Meunier,Welterweight,2779,8,1,0,False,,,Active,http://www.ufc.com/fighter/jonathan-meunier
654941,Dashawn,"Buck, the 400-pound Silverback",Boatwright,Light_Heavyweight,,3,1,0,False,,,Active,http://www.ufc.com/fighter/dashawn-boatwright
661598,Alex,,Giplin,Featherweight,,10,1,0,False,,,Active,http://www.ufc.com/fighter/alex-gilpin
41191,Edson ,Junior,Barboza,Lightweight,1657,19,5,0,False,6,,Active,http://www.ufc.com/fighter/edson-barboza
501696,Heather Jo,Hurricane,Clark,Women_Strawweight,2347,7,6,0,False,,,Active,http://www.ufc.com/fighter/heather-clark
594162,Devin,Brown Bear,Clark,Light_Heavyweight,2780,9,2,0,False,,,Active,http://www.ufc.com/fighter/devin-clark
661599,Dennis,The Beard,Bryant,Light_Heavyweight,,5,2,0,False,,,Active,http://www.ufc.com/fighter/dennis-bryant
454212,Alan,Nuguette,Patrick,Lightweight,2101,15,2,0,False,,,Active,http://www.ufc.com/fighter/alan-patrick
501698,Aisling,Ais the Bash,Daly,Women_Strawweight,2342,16,5,0,False,,,NotFighting,http://www.ufc.com/fighter/aisling-daly
594164,Matthew,,Lopez,Bantamweight,2781,10,4,0,False,,,Active,http://www.ufc.com/fighter/matthew-lopez
654962,Blagoy,Baga,Ivanov,Heavyweight,3070,16,2,1,False,15,,Active,http://www.ufc.com/fighter/blagoy-ivanov
927,Matt,The Immortal,Brown,Welterweight,432,23,16,0,False,,,Active,http://www.ufc.com/fighter/matt-brown
41213,Pascal,Panzer,Krauss,Welterweight,1654,11,2,0,False,,,Active,http://www.ufc.com/fighter/pascal-krauss
537552,Jimmie,El Terror,Rivera,Bantamweight,2589,21,2,0,False,5,,Active,http://www.ufc.com/fighter/jimmie-rivera
625980,Naoki,,Inoue,Flyweight,2885,11,0,0,False,,,Active,http://www.ufc.com/fighter/naoki-inoue
