Name,FIGHTS,STR_F_TOT,TSAC_F_TOT,TD_F_TOT,TDAC_F_TOT,KD_F_TOT,PASS_F_TOT,REV_F_TOT,SUB_F_TOT,SIG_STR_F_TOT,SIG_ACC_F_TOT,SIG_HEAD_F_TOT,SIG_HEAD_ACC_F_TOT,SIG_BODY_F_TOT,SIG_BODY_ACC_F_TOT,SIG_LEG_F_TOT,SIG_LEG_ACC_F_TOT,STR_O_TOT,TSAC_O_TOT,TD_O_TOT,TDAC_O_TOT,KD_O_TOT,PASS_O_TOT,REV_O_TOT,SUB_O_TOT,SIG_STR_O_TOT,SIG_ACC_O_TOT,SIG_HEAD_O_TOT,SIG_HEAD_ACC_O_TOT,SIG_BODY_O_TOT,SIG_BODY_ACC_O_TOT,SIG_LEG_O_TOT,SIG_LEG_ACC_O_TOT,STR_F_FIGHT,TSAC_F_FIGHT,TD_F_FIGHT,TDAC_F_FIGHT,KD_F_FIGHT,PASS_F_FIGHT,REV_F_FIGHT,SUB_F_FIGHT,SIG_STR_F_FIGHT,SIG_ACC_F_FIGHT,SIG_HEAD_F_FIGHT,SIG_HEAD_ACC_F_FIGHT,SIG_BODY_F_FIGHT,SIG_BODY_ACC_F_FIGHT,SIG_LEG_F_FIGHT,SIG_LEG_ACC_F_FIGHT,STR_O_FIGHT,TSAC_O_FIGHT,TD_O_FIGHT,TDAC_O_FIGHT,KD_O_FIGHT,PASS_O_FIGHT,REV_O_FIGHT,SUB_O_FIGHT,SIG_STR_O_FIGHT,SIG_ACC_O_FIGHT,SIG_HEAD_O_FIGHT,SIG_HEAD_ACC_O_FIGHT,SIG_BODY_O_FIGHT,SIG_BODY_ACC_O_FIGHT,SIG_LEG_O_FIGHT,SIG_LEG_ACC_O_FIGHT,ROUNDS,STR_F_ROUND,TSAC_F_ROUND,TD_F_ROUND,TDAC_F_ROUND,KD_F_ROUND,PASS_F_ROUND,REV_F_ROUND,SUB_F_ROUND,SIG_STR_F_ROUND,SIG_ACC_F_ROUND,SIG_HEAD_F_ROUND,SIG_HEAD_ACC_F_ROUND,SIG_BODY_F_ROUND,SIG_BODY_ACC_F_ROUND,SIG_LEG_F_ROUND,SIG_LEG_ACC_F_ROUND,STR_O_ROUND,TSAC_O_ROUND,TD_O_ROUND,TDAC_O_ROUND,KD_O_ROUND,PASS_O_ROUND,REV_O_ROUND,SUB_O_ROUND,SIG_STR_O_ROUND,SIG_ACC_O_ROUND,SIG_HEAD_O_ROUND,SIG_HEAD_ACC_O_ROUND,SIG_BODY_O_ROUND,SIG_BODY_ACC_O_ROUND,SIG_LEG_O_ROUND,SIG_LEG_ACC_O_ROUND,MINS,STR_F_MIN,TSAC_F_MIN,TD_F_MIN,TDAC_F_MIN,KD_F_MIN,PASS_F_MIN,REV_F_MIN,SUB_F_MIN,SIG_STR_F_MIN,SIG_ACC_F_MIN,SIG_HEAD_F_MIN,SIG_HEAD_ACC_F_MIN,SIG_BODY_F_MIN,SIG_BODY_ACC_F_MIN,SIG_LEG_F_MIN,SIG_LEG_ACC_F_MIN,STR_O_MIN,TSAC_O_MIN,TD_O_MIN,TDAC_O_MIN,KD_O_MIN,PASS_O_MIN,REV_O_MIN,SUB_O_MIN,SIG_STR_O_MIN,SIG_ACC_O_MIN,SIG_HEAD_O_MIN,SIG_HEAD_ACC_O_MIN,SIG_BODY_O_MIN,SIG_BODY_ACC_O_MIN,SIG_LEG_O_MIN,SIG_LEG_ACC_O_MIN
Aleksandar Rakic,3,371,68.3%,3,60.0%,2,4,0,0,181,53.4%,122,46.9%,25,80.6%,34,70.8%,88,59.9%,2,11.8%,1,1,0,0,55,49.1%,41,46.1%,0,0.0%,14,77.8%,123.667,68.3%,1.0,60.0%,0.667,1.3330000000000002,0.0,0.0,60.333,53.4%,40.667,46.9%,8.333,80.6%,11.333,70.8%,29.333000000000002,59.9%,0.67,11.8%,0.33299999999999996,0.33299999999999996,0.0,0.0,18.333,49.1%,13.667,46.1%,0.0,0.0%,4.667,77.8%,7,53.0,68.3%,0.43,60.0%,0.28600000000000003,0.5710000000000001,0.0,0.0,25.857,53.4%,17.429000000000002,46.9%,3.571,80.6%,4.857,70.8%,12.571,59.9%,0.29,11.8%,0.14300000000000002,0.14300000000000002,0.0,0.0,7.857,49.1%,5.857,46.1%,0.0,0.0%,2.0,77.8%,34,10.912,68.3%,0.09,60.0%,0.059000000000000004,0.11800000000000001,0.0,0.0,5.324,53.4%,3.5789999999999997,46.9%,0.735,80.6%,1.0,70.8%,2.588,59.9%,0.06,11.8%,0.028999999999999998,0.028999999999999998,0.0,0.0,1.618,49.1%,1.206,46.1%,0.0,0.0%,0.41200000000000003,77.8%
Davi Ramos,4,117,41.2%,7,58.3%,0,9,0,3,100,38.0%,78,34.4%,13,50.0%,9,90.0%,98,46.0%,0,-,0,0,0,0,87,43.7%,50,33.8%,23,67.6%,14,82.4%,29.25,41.2%,1.75,58.3%,0.0,2.25,0.0,0.75,25.0,38.0%,19.5,34.4%,3.25,50.0%,2.25,90.0%,24.5,46.0%,0.0,-,0.0,0.0,0.0,0.0,21.75,43.7%,12.5,33.8%,5.75,67.6%,3.5,82.4%,8,14.625,41.2%,0.88,58.3%,0.0,1.125,0.0,0.375,12.5,38.0%,9.75,34.4%,1.625,50.0%,1.125,90.0%,12.25,46.0%,0.0,-,0.0,0.0,0.0,0.0,10.875,43.7%,6.25,33.8%,2.875,67.6%,1.75,82.4%,32,3.656,41.2%,0.22,58.3%,0.0,0.281,0.0,0.094,3.125,38.0%,2.435,34.4%,0.406,50.0%,0.281,90.0%,3.063,46.0%,0.0,-,0.0,0.0,0.0,0.0,2.719,43.7%,1.5630000000000002,33.8%,0.7190000000000001,67.6%,0.43799999999999994,82.4%
Ricardo Ramos,4,163,46.2%,4,50.0%,2,4,0,0,141,43.0%,97,38.0%,23,56.1%,21,65.6%,199,48.9%,3,27.3%,0,2,1,0,139,41.5%,86,32.2%,18,69.2%,35,83.3%,40.75,46.2%,1.0,50.0%,0.5,1.0,0.0,0.5,35.25,43.0%,24.25,38.0%,5.75,56.1%,5.25,65.6%,49.75,48.9%,0.75,27.3%,0.0,0.5,0.25,0.0,34.75,41.5%,21.5,32.2%,4.5,69.2%,8.75,83.3%,9,18.111,46.2%,0.44,50.0%,0.222,0.444,0.0,0.222,15.667,43.0%,10.777999999999999,38.0%,2.556,56.1%,2.333,65.6%,22.111,48.9%,0.33,27.3%,0.0,0.222,0.111,0.0,15.444,41.5%,9.556000000000001,32.2%,2.0,69.2%,3.889,83.3%,41,3.9760000000000004,46.2%,0.1,50.0%,0.049,0.098,0.0,0.049,3.4389999999999996,43.0%,2.311,38.0%,0.561,56.1%,0.512,65.6%,4.738,48.9%,0.07,27.3%,0.0,0.048,0.024,0.0,3.31,41.5%,2.048,32.2%,0.429,69.2%,0.833,83.3%
Bec Rawlings,8,454,46.5%,4,40.0%,0,5,0,1,378,42.8%,263,36.5%,67,60.9%,48,90.6%,699,51.1%,7,35.0%,2,9,1,0,467,43.0%,297,35.4%,97,63.8%,73,76.8%,56.75,46.5%,0.5,40.0%,0.0,0.625,0.0,0.25,47.25,42.8%,32.875,36.5%,8.375,60.9%,6.0,90.6%,87.375,51.1%,0.88,35.0%,0.25,1.125,0.125,0.25,58.375,43.0%,37.125,35.4%,12.125,63.8%,9.125,76.8%,21,21.619,46.5%,0.19,40.0%,0.0,0.23800000000000002,0.0,0.095,18.0,42.8%,12.524000000000001,36.5%,3.19,60.9%,2.286,90.6%,33.286,51.1%,0.33,35.0%,0.095,0.429,0.048,0.095,22.238000000000003,43.0%,14.142999999999999,35.4%,4.619,63.8%,3.4760000000000004,76.8%,99,4.586,46.5%,0.04,40.0%,0.0,0.051,0.0,0.02,3.818,42.8%,2.645,36.5%,0.677,60.9%,0.485,90.6%,7.061,51.1%,0.07,35.0%,0.02,0.091,0.01,0.02,4.717,43.0%,3.0,35.4%,0.98,63.8%,0.737,76.8%
Stevie Ray,10,485,51.5%,5,55.6%,1,8,0,0,362,45.3%,221,36.2%,46,63.9%,95,80.5%,306,52.2%,11,55.0%,1,14,0,0,213,44.6%,161,39.7%,25,61.0%,27,87.1%,48.5,51.5%,0.5,55.6%,0.1,0.8,0.0,0.5,36.2,45.3%,22.1,36.2%,4.6,63.9%,9.5,80.5%,30.6,52.2%,1.1,55.0%,0.1,1.4,0.0,0.2,21.3,44.6%,16.1,39.7%,2.5,61.0%,2.7,87.1%,23,21.087,51.5%,0.22,55.6%,0.043,0.348,0.0,0.217,15.739,45.3%,9.609,36.2%,2.0,63.9%,4.13,80.5%,13.304,52.2%,0.48,55.0%,0.043,0.609,0.0,0.087,9.261000000000001,44.6%,7.0,39.7%,1.087,61.0%,1.1740000000000002,87.1%,107,4.533,51.5%,0.05,55.6%,0.009000000000000001,0.075,0.0,0.047,3.383,45.3%,2.063,36.2%,0.43,63.9%,0.888,80.5%,2.86,52.2%,0.1,55.0%,0.009000000000000001,0.131,0.0,0.019,1.9909999999999999,44.6%,1.505,39.7%,0.23399999999999999,61.0%,0.252,87.1%
Abdul Razak Alhassan,5,125,48.6%,1,33.3%,6,0,1,0,110,46.6%,93,44.1%,8,72.7%,9,64.3%,155,47.5%,7,50.0%,0,3,0,0,105,40.1%,72,32.6%,25,75.8%,8,100.0%,25.0,48.6%,0.2,33.3%,1.2,0.0,0.2,0.0,22.0,46.6%,18.6,44.1%,1.6,72.7%,1.8,64.3%,31.0,47.5%,1.4,50.0%,0.0,0.6,0.0,0.0,21.0,40.1%,14.4,32.6%,5.0,75.8%,1.6,100.0%,7,17.857,48.6%,0.14,33.3%,0.857,0.0,0.14300000000000002,0.0,15.714,46.6%,13.286,44.1%,1.143,72.7%,1.286,64.3%,22.143,47.5%,1.0,50.0%,0.0,0.429,0.0,0.0,15.0,40.1%,10.286,32.6%,3.571,75.8%,1.143,100.0%,24,5.207999999999999,48.6%,0.04,33.3%,0.25,0.0,0.042,0.0,4.583,46.6%,3.76,44.1%,0.33299999999999996,72.7%,0.375,64.3%,6.2,47.5%,0.28,50.0%,0.0,0.12,0.0,0.0,4.2,40.1%,2.88,32.6%,1.0,75.8%,0.32,100.0%
Karl Reed,1,43,47.3%,0,0.0%,0,0,0,0,33,42.3%,24,35.3%,7,100.0%,2,66.7%,86,58.1%,3,42.9%,0,1,0,0,47,47.5%,18,28.6%,4,40.0%,25,96.2%,43.0,47.3%,0.0,0.0%,0.0,0.0,0.0,0.0,33.0,42.3%,24.0,35.3%,7.0,100.0%,2.0,66.7%,86.0,58.1%,3.0,42.9%,0.0,1.0,0.0,1.0,47.0,47.5%,18.0,28.6%,4.0,40.0%,25.0,96.2%,3,14.333,47.3%,0.0,0.0%,0.0,0.0,0.0,0.0,11.0,42.3%,8.0,35.3%,2.333,100.0%,0.667,66.7%,28.666999999999998,58.1%,1.0,42.9%,0.0,0.33299999999999996,0.0,0.33299999999999996,15.667,47.5%,6.0,28.6%,1.3330000000000002,40.0%,8.333,96.2%,15,2.867,47.3%,0.0,0.0%,0.0,0.0,0.0,0.0,2.2,42.3%,1.6,35.3%,0.467,100.0%,0.133,66.7%,5.733,58.1%,0.2,42.9%,0.0,0.067,0.0,0.067,3.133,47.5%,1.2,28.6%,0.267,40.0%,1.6669999999999998,96.2%
Wilson Reis,12,557,43.6%,50,43.5%,0,40,2,2,270,29.6%,152,21.9%,35,50.7%,83,83.0%,678,53.7%,10,52.6%,5,15,6,1,424,43.4%,305,37.5%,84,69.4%,35,72.9%,46.417,43.6%,4.17,43.5%,0.0,3.333,0.16699999999999998,0.5,22.5,29.6%,12.667,21.9%,2.917,50.7%,6.917000000000001,83.0%,56.5,53.7%,0.83,52.6%,0.41700000000000004,1.25,0.5,0.16699999999999998,35.333,43.4%,25.416999999999998,37.5%,7.0,69.4%,2.917,72.9%,31,17.968,43.6%,1.61,43.5%,0.0,1.29,0.065,0.19399999999999998,8.71,29.6%,4.9030000000000005,21.9%,1.129,50.7%,2.677,83.0%,21.871,53.7%,0.32,52.6%,0.161,0.484,0.19399999999999998,0.065,13.677,43.4%,9.839,37.5%,2.71,69.4%,1.129,72.9%,145,3.841,43.6%,0.34,43.5%,0.0,0.276,0.013999999999999999,0.040999999999999995,1.8619999999999999,29.6%,1.045,21.9%,0.24100000000000002,50.7%,0.5720000000000001,83.0%,4.644,53.7%,0.07,52.6%,0.034,0.10300000000000001,0.040999999999999995,0.013999999999999999,2.904,43.4%,2.089,37.5%,0.575,69.4%,0.24,72.9%
Marion Reneau,9,597,50.6%,2,100.0%,0,7,1,2,387,41.8%,274,35.8%,68,66.7%,45,77.6%,442,45.0%,14,48.3%,1,5,0,0,256,33.2%,111,20.6%,84,59.6%,61,67.0%,66.333,50.6%,0.22,100.0%,0.0,0.778,0.111,1.0,43.0,41.8%,30.444000000000003,35.8%,7.556,66.7%,5.0,77.6%,49.111000000000004,45.0%,1.56,48.3%,0.111,0.556,0.0,0.0,28.444000000000003,33.2%,12.333,20.6%,9.333,59.6%,6.778,67.0%,24,24.875,50.6%,0.08,100.0%,0.0,0.292,0.042,0.375,16.125,41.8%,11.417,35.8%,2.833,66.7%,1.875,77.6%,18.417,45.0%,0.58,48.3%,0.042,0.20800000000000002,0.0,0.0,10.667,33.2%,4.625,20.6%,3.5,59.6%,2.542,67.0%,113,5.2829999999999995,50.6%,0.02,100.0%,0.0,0.062,0.009000000000000001,0.08,3.425,41.8%,2.414,35.8%,0.602,66.7%,0.39799999999999996,77.6%,3.877,45.0%,0.12,48.3%,0.009000000000000001,0.044000000000000004,0.0,0.0,2.246,33.2%,0.9740000000000001,20.6%,0.737,59.6%,0.535,67.0%
Dominick Reyes,4,162,62.1%,1,25.0%,3,2,0,1,143,60.1%,78,49.4%,30,69.8%,35,94.6%,54,50.5%,2,14.3%,0,0,0,0,49,48.5%,32,40.5%,9,69.2%,8,88.9%,40.5,62.1%,0.25,25.0%,0.75,0.5,0.0,0.25,35.75,60.1%,19.5,49.4%,7.5,69.8%,8.75,94.6%,13.5,50.5%,0.5,14.3%,0.0,0.0,0.0,0.0,12.25,48.5%,8.0,40.5%,2.25,69.2%,2.0,88.9%,6,27.0,62.1%,0.17,25.0%,0.5,0.33299999999999996,0.0,0.16699999999999998,23.833000000000002,60.1%,13.0,49.4%,5.0,69.8%,5.832999999999999,94.6%,9.0,50.5%,0.33,14.3%,0.0,0.0,0.0,0.0,8.167,48.5%,5.332999999999999,40.5%,1.5,69.2%,1.3330000000000002,88.9%,22,7.364,62.1%,0.05,25.0%,0.136,0.091,0.0,0.045,6.5,60.1%,3.537,49.4%,1.364,69.8%,1.591,94.6%,2.455,50.5%,0.09,14.3%,0.0,0.0,0.0,0.0,2.227,48.5%,1.455,40.5%,0.409,69.2%,0.364,88.9%
Jordan Rinaldi,5,155,64.3%,5,45.5%,0,10,1,1,51,40.5%,34,35.1%,5,35.7%,12,80.0%,207,56.4%,4,80.0%,0,7,0,0,105,39.8%,74,33.6%,18,64.3%,13,81.3%,31.0,64.3%,1.0,45.5%,0.0,2.0,0.2,0.8,10.2,40.5%,6.8,35.1%,1.0,35.7%,2.4,80.0%,41.4,56.4%,0.8,80.0%,0.0,1.4,0.0,0.2,21.0,39.8%,14.8,33.6%,3.6,64.3%,2.6,81.3%,11,14.091,64.3%,0.45,45.5%,0.0,0.909,0.091,0.364,4.636,40.5%,3.091,35.1%,0.455,35.7%,1.091,80.0%,18.817999999999998,56.4%,0.36,80.0%,0.0,0.636,0.0,0.091,9.545,39.8%,6.727,33.6%,1.636,64.3%,1.182,81.3%,51,3.0389999999999997,64.3%,0.1,45.5%,0.0,0.196,0.02,0.078,1.0,40.5%,0.657,35.1%,0.098,35.7%,0.235,80.0%,3.9810000000000003,56.4%,0.08,80.0%,0.0,0.135,0.0,0.019,2.019,39.8%,1.423,33.6%,0.34600000000000003,64.3%,0.25,81.3%
Diego Rivas,4,108,49.8%,6,60.0%,1,7,4,0,69,40.4%,36,31.0%,15,45.5%,18,81.8%,189,58.7%,5,35.7%,0,18,3,0,108,48.0%,57,35.6%,27,65.9%,24,100.0%,27.0,49.8%,1.5,60.0%,0.25,1.75,1.0,0.75,17.25,40.4%,9.0,31.0%,3.75,45.5%,4.5,81.8%,47.25,58.7%,1.25,35.7%,0.0,4.5,0.75,1.0,27.0,48.0%,14.25,35.6%,6.75,65.9%,6.0,100.0%,11,9.818,49.8%,0.55,60.0%,0.091,0.636,0.364,0.273,6.273,40.4%,3.273,31.0%,1.364,45.5%,1.636,81.8%,17.182000000000002,58.7%,0.45,35.7%,0.0,1.636,0.273,0.364,9.818,48.0%,5.182,35.6%,2.455,65.9%,2.182,100.0%,50,2.16,49.8%,0.12,60.0%,0.02,0.14,0.08,0.06,1.38,40.4%,0.715,31.0%,0.3,45.5%,0.36,81.8%,3.78,58.7%,0.1,35.7%,0.0,0.36,0.06,0.08,2.16,48.0%,1.14,35.6%,0.54,65.9%,0.48,100.0%
Jimmie Rivera,8,370,43.9%,5,27.8%,3,0,0,0,342,42.2%,184,31.5%,75,57.7%,83,87.4%,262,36.6%,0,0.0%,1,0,0,0,258,36.3%,127,24.3%,68,61.3%,63,81.8%,46.25,43.9%,0.63,27.8%,0.375,0.0,0.0,0.0,42.75,42.2%,23.0,31.5%,9.375,57.7%,10.375,87.4%,32.75,36.6%,0.0,0.0%,0.125,0.0,0.0,0.0,32.25,36.3%,15.875,24.3%,8.5,61.3%,7.875,81.8%,17,21.765,43.9%,0.29,27.8%,0.17600000000000002,0.0,0.0,0.0,20.118,42.2%,10.824000000000002,31.5%,4.412,57.7%,4.882,87.4%,15.412,36.6%,0.0,0.0%,0.059000000000000004,0.0,0.0,0.0,15.175999999999998,36.3%,7.471,24.3%,4.0,61.3%,3.7060000000000004,81.8%,77,4.805,43.9%,0.06,27.8%,0.039,0.0,0.0,0.0,4.442,42.2%,2.3890000000000002,31.5%,0.9740000000000001,57.7%,1.078,87.4%,3.403,36.6%,0.0,0.0%,0.013000000000000001,0.0,0.0,0.0,3.3510000000000004,36.3%,1.649,24.3%,0.883,61.3%,0.818,81.8%
Karl Roberson,3,131,68.9%,3,75.0%,0,4,0,1,55,55.0%,39,48.8%,11,78.6%,5,83.3%,50,34.7%,2,50.0%,0,3,0,1,32,25.8%,19,20.2%,4,44.4%,9,42.9%,43.667,68.9%,1.0,75.0%,0.0,1.3330000000000002,0.0,0.667,18.333,55.0%,13.0,48.8%,3.667,78.6%,1.6669999999999998,83.3%,16.667,34.7%,0.67,50.0%,0.0,1.0,0.0,0.33299999999999996,10.667,25.8%,6.332999999999999,20.2%,1.3330000000000002,44.4%,3.0,42.9%,5,26.2,68.9%,0.6,75.0%,0.0,0.8,0.0,0.4,11.0,55.0%,7.8,48.8%,2.2,78.6%,1.0,83.3%,10.0,34.7%,0.4,50.0%,0.0,0.6,0.0,0.2,6.4,25.8%,3.8,20.2%,0.8,44.4%,1.8,42.9%,23,5.696000000000001,68.9%,0.13,75.0%,0.0,0.174,0.0,0.087,2.391,55.0%,1.6640000000000001,48.8%,0.478,78.6%,0.217,83.3%,2.174,34.7%,0.09,50.0%,0.0,0.13,0.0,0.043,1.391,25.8%,0.826,20.2%,0.174,44.4%,0.391,42.9%
Danny Roberts,7,257,44.2%,0,0.0%,2,4,0,1,221,41.2%,138,33.0%,44,62.9%,39,81.3%,232,49.8%,9,42.9%,3,7,0,0,172,43.4%,127,39.0%,23,53.5%,22,81.5%,36.714,44.2%,0.0,0.0%,0.28600000000000003,0.5710000000000001,0.0,0.28600000000000003,31.570999999999998,41.2%,19.714000000000002,33.0%,6.2860000000000005,62.9%,5.571000000000001,81.3%,33.143,49.8%,1.29,42.9%,0.429,1.0,0.0,0.0,24.570999999999998,43.4%,18.143,39.0%,3.286,53.5%,3.1430000000000002,81.5%,14,18.357,44.2%,0.0,0.0%,0.14300000000000002,0.28600000000000003,0.0,0.14300000000000002,15.786,41.2%,9.857000000000001,33.0%,3.1430000000000002,62.9%,2.786,81.3%,16.570999999999998,49.8%,0.64,42.9%,0.214,0.5,0.0,0.0,12.286,43.4%,9.071,39.0%,1.643,53.5%,1.571,81.5%,59,4.356,44.2%,0.0,0.0%,0.034,0.068,0.0,0.034,3.7460000000000004,41.2%,2.315,33.0%,0.746,62.9%,0.6609999999999999,81.3%,3.867,49.8%,0.15,42.9%,0.05,0.11699999999999999,0.0,0.0,2.867,43.4%,2.117,39.0%,0.38299999999999995,53.5%,0.36700000000000005,81.5%
Luke Rockhold,10,377,59.9%,5,45.5%,2,12,0,3,311,56.0%,194,39.4%,66,75.9%,51,86.4%,336,54.1%,4,36.4%,5,4,0,0,256,47.6%,143,33.7%,67,71.3%,46,86.8%,37.7,59.9%,0.5,45.5%,0.2,1.2,0.0,0.6,31.1,56.0%,19.4,39.4%,6.6,75.9%,5.1,86.4%,33.6,54.1%,0.4,36.4%,0.5,0.4,0.0,0.0,25.6,47.6%,14.3,33.7%,6.7,71.3%,4.6,86.8%,20,18.85,59.9%,0.25,45.5%,0.1,0.6,0.0,0.3,15.55,56.0%,9.7,39.4%,3.3,75.9%,2.55,86.4%,16.8,54.1%,0.2,36.4%,0.25,0.2,0.0,0.0,12.8,47.6%,7.15,33.7%,3.35,71.3%,2.3,86.8%,76,4.961,59.9%,0.07,45.5%,0.026000000000000002,0.158,0.0,0.079,4.092,56.0%,2.549,39.4%,0.868,75.9%,0.6709999999999999,86.4%,4.421,54.1%,0.05,36.4%,0.066,0.053,0.0,0.0,3.3680000000000003,47.6%,1.882,33.7%,0.882,71.3%,0.605,86.8%
Yair Rodriguez,9,582,47.5%,8,33.3%,3,9,2,0,477,43.3%,260,31.7%,97,69.3%,120,84.5%,416,49.7%,9,37.5%,0,6,0,0,267,41.0%,188,35.9%,43,65.2%,36,58.1%,64.667,47.5%,0.89,33.3%,0.33299999999999996,1.0,0.222,0.889,53.0,43.3%,28.889,31.7%,10.777999999999999,69.3%,13.333,84.5%,46.222,49.7%,1.0,37.5%,0.0,0.667,0.0,0.0,29.666999999999998,41.0%,20.889,35.9%,4.7780000000000005,65.2%,4.0,58.1%,27,21.555999999999997,47.5%,0.3,33.3%,0.111,0.33299999999999996,0.07400000000000001,0.29600000000000004,17.667,43.3%,9.63,31.7%,3.593,69.3%,4.444,84.5%,15.407,49.7%,0.33,37.5%,0.0,0.222,0.0,0.0,9.889,41.0%,6.962999999999999,35.9%,1.5930000000000002,65.2%,1.3330000000000002,58.1%,126,4.619,47.5%,0.06,33.3%,0.024,0.071,0.016,0.063,3.786,43.3%,2.057,31.7%,0.77,69.3%,0.9520000000000001,84.5%,3.302,49.7%,0.07,37.5%,0.0,0.048,0.0,0.0,2.119,41.0%,1.492,35.9%,0.341,65.2%,0.28600000000000003,58.1%
Nick Roehrick,1,29,18.0%,0,-,0,0,0,0,28,17.5%,22,15.6%,6,31.6%,0,-,0,-,0,-,0,0,0,0,0,-,0,-,0,-,0,-,29.0,18.0%,0.0,-,0.0,0.0,0.0,0.0,28.0,17.5%,22.0,15.6%,6.0,31.6%,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,3,9.667,18.0%,0.0,-,0.0,0.0,0.0,0.0,9.333,17.5%,7.332999999999999,15.6%,2.0,31.6%,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,12,2.417,18.0%,0.0,-,0.0,0.0,0.0,0.0,2.333,17.5%,1.8130000000000002,15.6%,0.5,31.6%,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-
Marcos Rogerio de Lima,8,239,66.9%,3,60.0%,3,6,1,1,118,54.4%,68,47.9%,17,53.1%,33,76.7%,73,61.9%,2,50.0%,0,4,0,3,48,53.9%,35,48.6%,10,76.9%,3,75.0%,29.875,66.9%,0.38,60.0%,0.375,0.75,0.125,0.375,14.75,54.4%,8.5,47.9%,2.125,53.1%,4.125,76.7%,9.125,61.9%,0.25,50.0%,0.0,0.5,0.0,0.375,6.0,53.9%,4.375,48.6%,1.25,76.9%,0.375,75.0%,11,21.726999999999997,66.9%,0.27,60.0%,0.273,0.545,0.091,0.273,10.727,54.4%,6.182,47.9%,1.545,53.1%,3.0,76.7%,6.636,61.9%,0.18,50.0%,0.0,0.364,0.0,0.273,4.364,53.9%,3.182,48.6%,0.909,76.9%,0.273,75.0%,35,6.829,66.9%,0.09,60.0%,0.086,0.171,0.028999999999999998,0.086,3.3710000000000004,54.4%,1.935,47.9%,0.486,53.1%,0.943,76.7%,2.086,61.9%,0.06,50.0%,0.0,0.114,0.0,0.086,1.371,53.9%,1.0,48.6%,0.28600000000000003,76.9%,0.086,75.0%
Yoel Romero,12,707,58.8%,20,35.7%,9,6,0,0,502,51.3%,287,37.5%,101,68.7%,114,76.0%,512,40.2%,7,19.4%,0,6,0,0,437,36.8%,207,27.3%,103,50.7%,127,76.0%,58.917,58.8%,1.67,35.7%,0.75,0.5,0.0,0.0,41.833,51.3%,23.916999999999998,37.5%,8.417,68.7%,9.5,76.0%,42.667,40.2%,0.58,19.4%,0.0,0.5,0.0,0.083,36.417,36.8%,17.25,27.3%,8.583,50.7%,10.583,76.0%,36,19.639,58.8%,0.56,35.7%,0.25,0.16699999999999998,0.0,0.0,13.944,51.3%,7.972,37.5%,2.806,68.7%,3.167,76.0%,14.222000000000001,40.2%,0.19,19.4%,0.0,0.16699999999999998,0.0,0.027999999999999997,12.139000000000001,36.8%,5.75,27.3%,2.861,50.7%,3.528,76.0%,153,4.621,58.8%,0.13,35.7%,0.059000000000000004,0.039,0.0,0.0,3.281,51.3%,1.865,37.5%,0.66,68.7%,0.745,76.0%,3.325,40.2%,0.05,19.4%,0.0,0.039,0.0,0.006,2.838,36.8%,1.344,27.3%,0.669,50.7%,0.825,76.0%
Charles Rosa,5,314,38.4%,14,34.1%,0,15,3,1,276,36.1%,170,29.0%,32,43.8%,74,69.8%,376,60.5%,7,63.6%,1,16,4,0,235,50.9%,151,42.3%,37,69.8%,47,90.4%,62.8,38.4%,2.8,34.1%,0.0,3.0,0.6,1.0,55.2,36.1%,34.0,29.0%,6.4,43.8%,14.8,69.8%,75.2,60.5%,1.4,63.6%,0.2,3.2,0.8,0.6,47.0,50.9%,30.2,42.3%,7.4,69.8%,9.4,90.4%,15,20.933000000000003,38.4%,0.93,34.1%,0.0,1.0,0.2,0.33299999999999996,18.4,36.1%,11.333,29.0%,2.133,43.8%,4.933,69.8%,25.066999999999997,60.5%,0.47,63.6%,0.067,1.067,0.267,0.2,15.667,50.9%,10.067,42.3%,2.467,69.8%,3.133,90.4%,71,4.423,38.4%,0.2,34.1%,0.0,0.21100000000000002,0.042,0.07,3.887,36.1%,2.371,29.0%,0.451,43.8%,1.042,69.8%,5.222,60.5%,0.1,63.6%,0.013999999999999999,0.222,0.055999999999999994,0.042,3.264,50.9%,2.097,42.3%,0.514,69.8%,0.653,90.4%
