,Fighter,Date,Event,Class,Opponent,Method,Result,Last_Round,Round_Time
2746,Daniel Omielanczuk,10/8/2016,UFC 204: Bisping vs. Henderson,Heavyweight,Stefan Struve,Submission,Loss,R2,1:41
2747,Daniel Omielanczuk,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Heavyweight,Aleksei Oleinik,Decision - Majority,Win,R3,0:00
2748,Daniel Omielanczuk,2/27/2016,UFC Fight Night: Silva vs Bisping,Heavyweight,Jarjis Danho,Decision - Majority,Win,R3,1:31
2749,Daniel Omielanczuk,7/18/2015,UFC Fight Night: Bisping vs Leites,Heavyweight,Chris de la Rocha,KO/TKO,Win,R1,0:48
2750,Daniel Omielanczuk,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Heavyweight,Anthony Hamilton,Decision - Unanimous,Loss,R3,0:00
2751,Daniel Omielanczuk,4/11/2014,UFC Fight Night 39: Minotauro vs. Nelson,Heavyweight,Jared Rosholt,Decision,Loss,,
2752,Daniel Omielanczuk,9/21/2013,UFC 165: Jones vs. Gustafsson,Heavyweight,Nandor Guelmino,KO/TKO,Win,R3,3:18
2753,Raquel Pennington,11/10/2018,UFC Fight Night: Korean Zombie vs. Rodriguez,Women's Bantamweight,Germaine de Randamie,Decision - Unanimous,Loss,R3,0:00
2754,Raquel Pennington,5/12/2018,UFC 224: Nunes vs. Pennington,Women's Bantamweight,Amanda Nunes,KO/TKO,Title Loss,R5,2:36
2755,Raquel Pennington,11/12/2016,UFC 205: Alvarez vs McGregor,Women's Bantamweight,Miesha Tate,Decision - Unanimous,Win,R3,0:00
2756,Raquel Pennington,8/20/2016,UFC 202: Diaz vs. McGregor 2,Women's Bantamweight,Elizabeth Phillips,Decision - Unanimous,Win,R3,0:00
2757,Raquel Pennington,4/16/2016,UFC Fight Night: Teixeira vs Evans,Women's Bantamweight,Bethe Correia,Decision - Split,Win,R3,0:00
2758,Raquel Pennington,9/5/2015,UFC 191: Johnson vs Dodson 2,Women's Bantamweight,Jessica Andrade,Submission,Win,R2,4:58
2759,Raquel Pennington,2/28/2015,UFC 184: Rousey vs Zingano,Women's Bantamweight,Holly Holm,Decision - Split,Loss,R3,0:00
2760,Raquel Pennington,12/6/2014,UFC 181: Hendricks vs Lawler II,Women's Bantamweight,Ashlee Evans-Smith,Submission,Win,R1,4:59
2761,Raquel Pennington,3/15/2014,UFC 171: Hendricks vs. Lawler,Women's Bantamweight,Jessica Andrade,Decision - Split,Loss,R3,0:00
2762,Raquel Pennington,11/30/2013,UFC - TUF 18 Finale,Women's Bantamweight,Roxanne Modafferi,Decision - Unanimous,Win,R3,0:00
2763,Luke Rockhold,2/10/2018,UFC 221: Romero vs. Rockhold,Middleweight,Yoel Romero,KO/TKO,Title Loss,R3,1:48
2764,Luke Rockhold,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Middleweight,David Branch,KO/TKO,Win,R2,4:05
2765,Luke Rockhold,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Middleweight,Michael Bisping,KO/TKO,Title Loss,R1,3:36
2766,Luke Rockhold,12/12/2015,UFC 194: Aldo vs McGregor,Middleweight,Chris Weidman,KO/TKO,Title Win,R4,3:12
2767,Luke Rockhold,4/18/2015,UFC Fight Night: Machida vs Rockhold,Middleweight,Lyoto Machida,Submission,Win,R2,2:31
2768,Luke Rockhold,11/7/2014,UFC Fight Night: Rockhold vs Bisping,Middleweight,Michael Bisping,Submission,Win,R2,0:57
2769,Luke Rockhold,4/26/2014,UFC 172: Jones vs. Teixeira,Middleweight,Tim Boetsch,Submission,Win,R1,2:08
2770,Luke Rockhold,1/15/2014,UFC Fight Night 35: Rockhold vs. Philippou,Middleweight,Costas Philippou,KO/TKO,Win,R1,2:31
2771,Luke Rockhold,5/18/2013,UFC on FX 8,Middleweight,Vitor Belfort,KO/TKO,Loss,R1,2:32
2772,Keita Nakamura,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Welterweight,Salim Touahri,Decision - Split,Win,R3,0:00
2773,Keita Nakamura,4/21/2018,UFC Fight Night: Barboza vs. Lee,Welterweight,Anthony Rocco Martin,Decision - Unanimous,Loss,R3,0:00
2774,Keita Nakamura,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Welterweight,Alex Morono,Decision - Split,Win,R3,0:00
2775,Keita Nakamura,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Welterweight,Elizeu Zaleski dos Santos,Decision - Unanimous,Loss,R3,0:00
2776,Keita Nakamura,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Welterweight,Kyle Noke,Submission,Win,R2,4:59
2777,Keita Nakamura,2/27/2016,UFC Fight Night: Silva vs Bisping,Welterweight,Tom Breese,Decision - Unanimous,Loss,R3,0:00
2778,Keita Nakamura,9/26/2015,UFC Fight Night: Barnett vs Nelson,Welterweight,Li Jingliang,Submission,Win,R3,2:17
2779,Keita Nakamura,2/2/2008,UFC 81: Breaking Point,Lightweight,Rob Emerson,Decision - Split,Loss,R3,0:00
2780,Keita Nakamura,4/5/2007,UFC Fight Night 9,Welterweight,Drew Fickett,Decision - Unanimous,Loss,R3,0:00
2781,Keita Nakamura,12/13/2006,UFC Fight Night 7,Welterweight,Brock Larson,Decision - Unanimous,Loss,R3,0:00
2782,Anthony Smith,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Light Heavyweight,Volkan Oezdemir,Submission,Win,R3,4:26
2783,Anthony Smith,7/22/2018,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Mauricio Rua,KO/TKO,Win,R1,1:29
2784,Anthony Smith,6/9/2018,UFC 225: Whittaker vs. Romero 2,Light Heavyweight,Rashad Evans,KO/TKO,Win,R1,0:53
2785,Anthony Smith,2/3/2018,UFC Fight Night: Machida vs. Anders,Middleweight,Thiago Santos,KO/TKO,Loss,R2,1:03
2786,Anthony Smith,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Middleweight,Hector Lombard,KO/TKO,Win,R3,2:33
2787,Anthony Smith,4/15/2017,UFC Fight Night: Johnson vs. Reis,Middleweight,Andrew Sanchez,KO/TKO,Win,R3,3:52
2788,Anthony Smith,12/3/2016,The Ultimate Fighter 24 Finale,Middleweight,Elvis Mutapcic,KO/TKO,Win,R2,3:27
2789,Anthony Smith,7/8/2016,The Ultimate Fighter 23 Finale,Middleweight,Cezar Ferreira,Decision - Unanimous,Loss,R3,0:00
2790,Anthony Smith,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Middleweight,Leonardo Augusto Leleco,Decision - Unanimous,Win,R3,0:00
2791,Anthony Smith,6/8/2013,UFC on FUEL TV 10,Middleweight,Antonio Braga Neto,Submission,Loss,R1,1:52
2792,Ray Borg,10/7/2017,UFC 216: Ferguson vs. Lee,Flyweight,Demetrious Johnson,Submission,Title Loss,R5,3:15
2793,Ray Borg,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Flyweight,Jussier Formiga,Decision - Unanimous,Win,R3,0:00
2794,Ray Borg,12/30/2016,UFC 207: Nunes vs. Rousey,Flyweight,Louis Smolka,Decision - Unanimous,Win,R3,0:00
2795,Ray Borg,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Flyweight,Justin Scoggins,Decision - Unanimous,Loss,R3,0:00
2796,Ray Borg,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Flyweight,Geane Herrera,Decision - Unanimous,Win,R3,0:00
2797,Ray Borg,2/14/2015,UFC Fight Night: Henderson vs Thatch,Flyweight,Chris Kelades,Submission,Win,R3,2:56
2798,Ray Borg,6/28/2014,UFC Fight Night 44: Swanson vs. Stephens,Flyweight,Shane Howell,Submission,Win,R1,2:17
2799,Ray Borg,4/19/2014,UFC on Fox 11,Flyweight,Dustin Ortiz,Decision - Split,Loss,R3,0:00
2800,Chad Laprise,12/8/2018,UFC 231: Holloway vs. Ortega,Welterweight,Dhiego Lima,KO/TKO,Loss,R1,1:37
2801,Chad Laprise,5/19/2018,UFC Fight Night: Maia vs. Usman,Welterweight,Vicente Luque,KO/TKO,Loss,R1,4:16
2802,Chad Laprise,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Welterweight,Galore Bofando,KO/TKO,Win,R1,4:10
2803,Chad Laprise,7/8/2017,UFC 213: Romero vs. Whittaker,Welterweight,Brian Camozzi,KO/TKO,Win,R3,1:27
2804,Chad Laprise,8/27/2016,UFC Fight Night: Maia vs. Condit,Lightweight,Thibault Gouti,KO/TKO,Win,R1,1:36
2805,Chad Laprise,3/19/2016,UFC Fight Night: Hunt vs Mir,Lightweight,Ross Pearson,Decision - Split,Loss,R3,0:00
2806,Chad Laprise,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Lightweight,Francisco Trinaldo,KO/TKO,Loss,R1,2:43
2807,Chad Laprise,4/25/2015,UFC 186: Johnson vs Horiguchi,Lightweight,Bryan Barberena,Decision - Unanimous,Win,R3,0:00
2808,Chad Laprise,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Lightweight,Yosdenis Cedeno,Decision - Unanimous,Win,R3,0:00
2809,Chad Laprise,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Welterweight,Olivier Aubin-Mercier,Decision - Split,Win,R3,0:00
2810,Elias Theodorou,12/8/2018,UFC 231: Holloway vs. Ortega,Middleweight,Eryk Anders,Decision - Split,Win,R3,0:00
2811,Elias Theodorou,5/27/2018,UFC Fight Night: Thompson vs. Till,Middleweight,Trevor Smith,Decision - Unanimous,Win,R3,0:00
2812,Elias Theodorou,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Middleweight,Daniel Kelly,Decision - Unanimous,Win,R3,0:00
2813,Elias Theodorou,7/7/2017,The Ultimate Fighter 25 Finale,Middleweight,Brad Tavares,Decision - Unanimous,Loss,R3,0:00
2814,Elias Theodorou,2/19/2017,UFC Fight Night: Lewis vs. Browne,Middleweight,Cezar Ferreira,Decision - Unanimous,Win,R3,0:00
2815,Elias Theodorou,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Middleweight,Sam Alvey,Decision - Unanimous,Win,R3,0:00
2816,Elias Theodorou,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Middleweight,Thiago Santos,Decision - Unanimous,Loss,R3,0:00
2817,Elias Theodorou,3/14/2015,UFC 185: Pettis vs Dos Anjos,Middleweight,Roger Narvaez,KO/TKO,Win,R2,4:07
2818,Elias Theodorou,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Middleweight,Bruno Santos,Decision - Unanimous,Win,R3,0:00
2819,Elias Theodorou,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Middleweight,Sheldon Westcott,KO/TKO,Win,R2,4:41
2820,Sean Strickland,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Welterweight,Nordine Taleb,KO/TKO,Win,R2,3:10
2821,Sean Strickland,5/12/2018,UFC 224: Nunes vs. Pennington,Welterweight,Elizeu Zaleski dos Santos,KO/TKO,Loss,R1,3:12
2822,Sean Strickland,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Welterweight,Court McGee,Decision - Unanimous,Win,R3,0:00
2823,Sean Strickland,4/8/2017,UFC 210: Cormier vs. Johnson 2,Welterweight,Kamaru Usman,Decision - Unanimous,Loss,R3,0:00
2824,Sean Strickland,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Welterweight,Tom Breese,Decision - Split,Win,R3,0:00
2825,Sean Strickland,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Welterweight,Alex Garcia,KO/TKO,Win,R3,4:25
2826,Sean Strickland,7/15/2015,UFC Fight Night: Mir vs Duffee,Welterweight,Igor Araujo,Decision - Unanimous,Win,R3,0:00
2827,Sean Strickland,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Welterweight,Santiago Ponzinibbio,Decision - Unanimous,Loss,R3,0:00
2828,Sean Strickland,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Middleweight,Luke Barnatt,Decision - Split,Win,R3,0:00
2829,Warlley Alves,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Welterweight,James Krause,KO/TKO,Loss,R2,2:28
2830,Warlley Alves,5/12/2018,UFC 224: Nunes vs. Pennington,Welterweight,Sultan Aliev,TKO - Doctor's Stoppage,Win,R2,5:00
2831,Warlley Alves,10/21/2017,UFC Fight Night: Cerrone vs. Till,Welterweight,Salim Touahri,Decision - Unanimous,Win,R3,0:00
2832,Warlley Alves,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Welterweight,Kamaru Usman,Decision - Unanimous,Loss,R3,0:00
2833,Warlley Alves,5/14/2016,UFC 198: Werdum vs Miocic,Welterweight,Bryan Barberena,Decision - Unanimous,Loss,R3,0:00
2834,Warlley Alves,12/12/2015,UFC 194: Aldo vs McGregor,Welterweight,Colby Covington,Submission,Win,R1,1:26
2835,Warlley Alves,8/1/2015,UFC 190: Rousey vs Correia,Welterweight,Nordine Taleb,Submission,Win,R2,4:11
2836,Warlley Alves,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Welterweight,Alan Jouban,Decision - Unanimous,Win,R3,0:00
2837,Warlley Alves,5/31/2014,UFC - TUF Brazil 3 Finale,Middleweight,Marcio Alexandre Junior,Submission,Win,R3,0:25
2838,Henry Cejudo,1/19/2019,UFC Fight Night: Cejudo vs. Dillashaw,Flyweight,TJ Dillashaw,,,,
2839,Henry Cejudo,8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,Flyweight,Demetrious Johnson,Decision - Split,Title Win,R5,0:00
2840,Henry Cejudo,12/2/2017,UFC 218: Holloway vs. Aldo 2,Flyweight,Sergio Pettis,Decision - Unanimous,Win,R3,0:00
2841,Henry Cejudo,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Flyweight,Wilson Reis,KO/TKO,Win,R2,0:25
2842,Henry Cejudo,12/3/2016,The Ultimate Fighter 24 Finale,Flyweight,Joseph Benavidez,Decision - Split,Loss,R3,0:00
2843,Henry Cejudo,4/23/2016,UFC 197: Jones vs Saint Preux,Flyweight,Demetrious Johnson,KO/TKO,Title Loss,R1,2:49
2844,Henry Cejudo,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Flyweight,Jussier Formiga,Decision - Split,Win,R3,0:00
2845,Henry Cejudo,6/13/2015,UFC 188: Velasquez vs Werdum,Flyweight,Chico Camus,Decision - Unanimous,Win,R3,0:00
2846,Henry Cejudo,3/14/2015,UFC 185: Pettis vs Dos Anjos,Flyweight,Chris Cariaso,Decision - Unanimous,Win,R3,0:00
2847,Henry Cejudo,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Bantamweight,Dustin Kimura,Decision - Unanimous,Win,R3,0:00
2848,Colby Covington,6/9/2018,UFC 225: Whittaker vs. Romero 2,Welterweight,Rafael Dos Anjos,Decision - Unanimous,Title Win,R5,0:00
2849,Colby Covington,10/28/2017,UFC Fight Night: Brunson vs. Machida,Welterweight,Demian Maia,Decision - Unanimous,Win,R3,0:00
2850,Colby Covington,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Dong Hyun Kim,Decision - Unanimous,Win,R3,0:00
2851,Colby Covington,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Welterweight,Bryan Barberena,Decision - Unanimous,Win,R3,0:00
2852,Colby Covington,8/20/2016,UFC 202: Diaz vs. McGregor 2,Welterweight,Max Griffin,KO/TKO,Win,R3,2:18
2853,Colby Covington,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Welterweight,Jonathan Meunier,Submission,Win,R3,4:06
2854,Colby Covington,12/12/2015,UFC 194: Aldo vs McGregor,Welterweight,Warlley Alves,Submission,Loss,R1,1:26
2855,Colby Covington,5/23/2015,UFC 187: Johnson vs Cormier,Welterweight,Mike Pyle,Decision - Unanimous,Win,R3,0:00
2856,Colby Covington,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Welterweight,Wagner Silva,Submission,Win,R3,3:26
2857,Colby Covington,8/23/2014,UFC Fight Night 48: Bisping vs. Le,Welterweight,An Ying Wang,KO/TKO,Win,R1,4:50
2858,Leon Edwards,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Donald Cerrone,Decision - Unanimous,Win,R5,0:00
2859,Leon Edwards,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Welterweight,Peter Sobotta,KO/TKO,Win,R3,4:59
2860,Leon Edwards,9/2/2017,UFC Fight Night: Volkov vs. Struve,Welterweight,Bryan Barberena,Decision - Unanimous,Win,R3,0:00
2861,Leon Edwards,3/18/2017,UFC Fight Night: Manuwa vs. Anderson,Welterweight,Vicente Luque,Decision - Unanimous,Win,R3,0:00
2862,Leon Edwards,10/8/2016,UFC 204: Bisping vs. Henderson,Welterweight,Albert Tumenov,Submission,Win,R3,3:01
2863,Leon Edwards,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Welterweight,Dominic Waters,Decision - Unanimous,Win,R3,0:00
2864,Leon Edwards,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Welterweight,Kamaru Usman,Decision - Unanimous,Loss,R3,0:00
2865,Leon Edwards,7/18/2015,UFC Fight Night: Bisping vs Leites,Welterweight,Pawel Pawlak,Decision - Unanimous,Win,R3,0:00
2866,Leon Edwards,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight,Seth Baczynski,KO/TKO,Win,R1,0:08
2867,Leon Edwards,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Welterweight,Claudio Silva,Decision - Split,Loss,R3,0:00
2868,Marlon Vera,11/17/2018,UFC Fight Night: Magny vs. Ponzinibbio,Bantamweight,Guido Cannetti,Submission,Win,R2,1:31
2869,Marlon Vera,8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Wuliji Buren,KO/TKO,Win,R2,4:53
2870,Marlon Vera,2/3/2018,UFC Fight Night: Machida vs. Anders,Bantamweight,Douglas Silva de Andrade,Decision - Unanimous,Loss,R3,0:00
2871,Marlon Vera,10/28/2017,UFC Fight Night: Brunson vs. Machida,Bantamweight,John Lineker,Decision - Unanimous,Loss,R3,0:00
2872,Marlon Vera,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Bantamweight,Brian Kelleher,Submission,Win,R1,2:18
2873,Marlon Vera,3/18/2017,UFC Fight Night: Manuwa vs. Anderson,Catch Weight,Brad Pickett,KO/TKO,Win,R3,3:50
2874,Marlon Vera,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Featherweight,Ning Guangyou,Decision - Unanimous,Win,R3,0:00
2875,Marlon Vera,2/27/2016,UFC Fight Night: Silva vs Bisping,Bantamweight,Davey Grant,Decision - Unanimous,Loss,R3,0:00
2876,Marlon Vera,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Bantamweight,Roman Salazar,Submission,Win,R2,2:15
2877,Marlon Vera,11/15/2014,UFC 180: Werdum vs Hunt,Bantamweight,Marco Beltran,Decision - Unanimous,Loss,R3,0:00
2878,Joanne Calderwood,1/19/2019,UFC Fight Night: Cejudo vs. Dillashaw,Women's Flyweight,Ariane Lipski,,,,
2879,Joanne Calderwood,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Women's Flyweight,Kalindra Faria,Submission,Win,R1,4:57
2880,Joanne Calderwood,7/16/2017,UFC Fight Night: Nelson vs. Ponzinibbio,Women's Strawweight,Cynthia Calvillo,Decision - Unanimous,Loss,R3,0:00
2881,Joanne Calderwood,9/10/2016,UFC 203: Miocic vs. Overeem,Women's Strawweight,Jessica Andrade,Submission,Loss,R1,4:38
2882,Joanne Calderwood,6/18/2016,UFC Fight Night: MacDonald vs Thompson,None,Valerie Letourneau,KO/TKO,Win,R3,2:51
2883,Joanne Calderwood,7/18/2015,UFC Fight Night: Bisping vs Leites,Women's Strawweight,Cortney Casey,Decision - Unanimous,Win,R3,0:00
2884,Joanne Calderwood,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Women's Strawweight,Maryna Moroz,Submission,Loss,R1,1:30
2885,Joanne Calderwood,12/12/2014,The Ultimate Fighter 20 Finale,Women's Strawweight,Seohee Ham,Decision - Unanimous,Win,R3,0:00
2886,Randa Markos,9/22/2018,UFC Fight Night: Marreta vs. Anders,Women's Strawweight,Marina Rodriguez,Decision - Majority,Draw,R3,0:00
2887,Randa Markos,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Women's Strawweight,Nina Ansaroff,Decision - Unanimous,Loss,R3,0:00
2888,Randa Markos,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Women's Strawweight,Juliana Lima,Decision - Unanimous,Win,R3,0:00
2889,Randa Markos,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Women's Strawweight,Alexa Grasso,Decision - Split,Loss,R3,0:00
2890,Randa Markos,2/19/2017,UFC Fight Night: Lewis vs. Browne,Women's Strawweight,Carla Esparza,Decision - Split,Win,R3,0:00
2891,Randa Markos,8/20/2016,UFC 202: Diaz vs. McGregor 2,Women's Strawweight,Cortney Casey,Submission,Loss,R1,4:34
2892,Randa Markos,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Women's Strawweight,Jocelyn Jones-Lybarger,Decision - Unanimous,Win,R3,0:00
2893,Randa Markos,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Women's Strawweight,Karolina Kowalkiewicz,Decision - Unanimous,Loss,R3,0:00
2894,Randa Markos,4/25/2015,UFC 186: Johnson vs Horiguchi,Women's Strawweight,Aisling Daly,Decision - Unanimous,Win,R3,0:00
2895,Randa Markos,12/12/2014,The Ultimate Fighter 20 Finale,Women's Strawweight,Jessica Penne,Decision - Split,Loss,R3,0:00
2896,Tecia Torres,3/2/2019,UFC 235,Women's Strawweight,Zhang Weili,,,,
2897,Tecia Torres,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Women's Strawweight,Joanna Jedrzejczyk,Decision - Unanimous,Loss,R3,0:00
2898,Tecia Torres,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Women's Strawweight,Jessica Andrade,Decision - Unanimous,Loss,R3,0:00
2899,Tecia Torres,12/2/2017,UFC 218: Holloway vs. Aldo 2,Women's Strawweight,Michelle Waterson,Decision - Unanimous,Win,R3,0:00
2900,Tecia Torres,7/7/2017,The Ultimate Fighter 25 Finale,Women's Strawweight,Juliana Lima,Submission,Win,R2,0:53
2901,Tecia Torres,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Women's Strawweight,Bec Rawlings,Decision - Unanimous,Win,R3,0:00
2902,Tecia Torres,4/16/2016,UFC Fight Night: Teixeira vs Evans,Women's Strawweight,Rose Namajunas,Decision - Unanimous,Loss,R3,0:00
2903,Tecia Torres,12/12/2015,UFC 194: Aldo vs McGregor,Women's Strawweight,Jocelyn Jones-Lybarger,Decision - Unanimous,Win,R3,0:00
2904,Tecia Torres,6/13/2015,UFC 188: Velasquez vs Werdum,Women's Strawweight,Angela Hill,Decision - Unanimous,Win,R3,0:00
2905,Tecia Torres,12/12/2014,The Ultimate Fighter 20 Finale,Women's Strawweight,Angela Magana,Decision - Unanimous,Win,R3,0:00
2906,Stevie Ray,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Lightweight,Jessin Ayari,Decision - Unanimous,Win,R3,0:00
2907,Stevie Ray,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Lightweight,Kajan Johnson,Decision - Split,Loss,R3,0:00
2908,Stevie Ray,7/16/2017,UFC Fight Night: Nelson vs. Ponzinibbio,Lightweight,Paul Felder,KO/TKO,Loss,R1,3:57
2909,Stevie Ray,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Lightweight,Joe Lauzon,Decision - Majority,Win,R3,0:00
2910,Stevie Ray,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Lightweight,Ross Pearson,Decision - Split,Win,R3,0:00
2911,Stevie Ray,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Lightweight,Alan Patrick,Decision - Unanimous,Loss,R3,0:00
2912,Stevie Ray,10/24/2015,UFC Fight Night: Holohan vs Smolka,Lightweight,Mickael Lebout,Decision - Unanimous,Win,R3,0:00
2913,Stevie Ray,7/18/2015,UFC Fight Night: Bisping vs Leites,Lightweight,Leonardo Mafra,KO/TKO,Win,R1,2:30
2914,Stevie Ray,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Lightweight,Marcin Bandel,KO/TKO,Win,R2,1:35
2915,Kamaru Usman,11/30/2018,UFC - TUF 28 Finale,Welterweight,Rafael Dos Anjos,Decision - Unanimous,Win,R5,0:00
2916,Kamaru Usman,5/19/2018,UFC Fight Night: Maia vs. Usman,Welterweight,Demian Maia,Decision - Unanimous,Win,R5,0:00
2917,Kamaru Usman,1/14/2018,UFC Fight Night: Stephens vs. Choi,Welterweight,Emil Meek,Decision - Unanimous,Win,R3,0:00
2918,Kamaru Usman,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Welterweight,Sergio Moraes,KO/TKO,Win,R1,2:48
2919,Kamaru Usman,4/8/2017,UFC 210: Cormier vs. Johnson 2,Welterweight,Sean Strickland,Decision - Unanimous,Win,R3,0:00
2920,Kamaru Usman,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Welterweight,Warlley Alves,Decision - Unanimous,Win,R3,0:00
2921,Kamaru Usman,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Welterweight,Alexander Yakovlev,Decision - Unanimous,Win,R3,0:00
2922,Kamaru Usman,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Welterweight,Leon Edwards,Decision - Unanimous,Win,R3,0:00
2923,Kamaru Usman,7/12/2015,The Ultimate Fighter 21 Finale,Welterweight,Hayder Hassan,Submission,Win,R2,1:19
2924,Vicente Luque,2/17/2019,UFC Fight Night: Phoenix,Welterweight,Bryan Barberena,,,,
2925,Vicente Luque,10/6/2018,UFC 229: Khabib vs. McGregor,Welterweight,Jalin Turner,KO/TKO,Win,R1,3:52
2926,Vicente Luque,5/19/2018,UFC Fight Night: Maia vs. Usman,Welterweight,Chad Laprise,KO/TKO,Win,R1,4:16
2927,Vicente Luque,10/28/2017,UFC Fight Night: Brunson vs. Machida,Welterweight,Niko Price,Submission,Win,R2,4:08
2928,Vicente Luque,3/18/2017,UFC Fight Night: Manuwa vs. Anderson,Welterweight,Leon Edwards,Decision - Unanimous,Loss,R3,0:00
2929,Vicente Luque,11/12/2016,UFC 205: Alvarez vs McGregor,Welterweight,Belal Muhammad,KO/TKO,Win,R1,1:19
2930,Vicente Luque,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Welterweight,Hector Urbina,KO/TKO,Win,R1,1:00
2931,Vicente Luque,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Welterweight,Alvaro Herrera,Submission,Win,R2,3:52
2932,Vicente Luque,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Welterweight,Hayder Hassan,Submission,Win,R1,2:13
